ts,are_entities_within_7m,are_red_traffic_lights_for_ego,are_stop_signs_for_ego,is_stopped,prop_eval
0,False,False,False,False,True
1,False,False,False,False,True
2,False,False,False,False,True
3,False,False,False,False,True
4,False,False,False,False,True
5,False,False,False,False,True
6,False,False,False,False,True
7,False,False,False,False,True
8,False,False,False,False,True
9,False,False,False,False,True
10,False,False,False,False,True
11,False,False,False,False,True
12,False,False,False,False,True
13,False,True,False,False,True
14,False,True,False,False,True
15,False,True,False,False,True
16,False,True,False,False,True
17,False,True,False,False,True
18,False,True,False,False,True
19,False,True,False,False,True
20,False,True,False,False,True
21,False,True,False,False,True
22,False,False,False,False,True
23,False,False,False,False,True
24,False,False,False,False,True
25,False,False,False,False,True
26,False,False,False,False,True
27,False,False,False,False,True
28,False,False,False,False,True
29,False,False,False,False,True
30,False,False,False,False,True
31,False,False,False,False,True
32,False,False,False,False,True
33,False,False,False,False,True
34,False,False,False,False,True
35,False,False,False,False,True
36,False,False,False,False,True
37,False,False,False,False,True
38,False,False,False,False,True
39,False,False,False,False,True
40,False,False,False,False,True
41,False,False,False,False,True
42,False,False,False,False,True
43,False,False,False,False,True
44,False,False,False,False,True
45,False,False,False,False,True
46,False,False,False,False,True
47,False,False,False,False,True
48,False,False,False,False,True
49,False,False,False,False,True
50,False,False,False,False,True
51,False,False,False,False,True
52,False,False,False,False,True
53,False,False,False,False,True
54,False,False,False,False,True
55,False,False,False,False,True
56,False,False,False,False,True
57,False,False,False,False,True
58,False,False,False,False,True
59,False,False,False,False,True
60,False,False,False,False,True
61,False,False,False,False,True
62,False,False,False,False,True
63,False,False,False,False,True
64,False,False,False,False,True
65,False,False,False,False,True
66,False,False,False,False,True
67,False,False,False,False,True
68,False,False,False,False,True
69,False,False,False,False,True
70,False,False,False,False,True
71,False,False,False,False,True
72,False,False,False,False,True
73,False,False,False,False,True
74,False,False,False,False,True
75,False,False,False,False,True
76,False,False,False,False,True
77,False,False,False,False,True
78,False,False,False,False,True
79,False,False,True,False,True
80,False,False,True,False,True
81,False,False,True,False,True
82,False,False,True,False,True
83,False,False,True,False,True
84,False,False,True,False,True
85,False,False,True,False,True
86,False,False,True,False,True
87,False,False,True,False,True
88,False,False,True,False,True
89,False,False,True,False,True
90,False,False,True,False,True
91,False,False,True,False,True
92,False,False,True,False,True
93,False,False,True,False,True
94,False,False,True,False,True
95,False,False,True,False,True
96,False,False,True,False,True
97,False,False,True,False,True
98,False,False,True,False,True
99,False,False,True,False,True
100,False,False,True,False,True
101,False,False,True,False,True
102,False,False,True,False,True
103,False,False,True,False,True
104,False,False,True,False,True
105,False,False,True,False,True
106,False,False,True,False,True
107,False,False,True,False,True
108,False,False,True,False,True
109,False,False,True,False,True
110,False,False,True,False,True
111,False,False,True,False,True
112,False,False,True,False,True
113,False,False,True,False,True
114,False,False,True,False,True
115,False,False,True,False,True
116,False,False,True,False,True
117,False,False,True,False,True
118,False,False,True,False,True
119,False,False,True,False,True
120,False,False,True,False,True
121,False,False,False,False,True
122,False,False,False,False,True
123,False,False,False,False,True
124,False,False,False,False,True
125,False,False,False,False,True
126,False,False,False,False,True
127,False,False,False,False,True
128,False,False,False,False,True
129,False,False,False,False,True
130,False,False,False,False,True
131,False,False,False,False,True
132,False,False,False,False,True
133,False,False,False,False,True
134,False,False,False,False,True
135,False,False,False,False,True
136,False,False,False,False,True
137,False,False,False,False,True
138,False,False,False,False,True
139,False,False,False,False,True
140,False,False,False,False,True
141,False,False,False,False,True
142,False,False,False,False,True
143,False,False,False,False,True
144,False,False,False,False,True
145,False,False,False,False,True
146,False,False,False,False,True
147,False,False,False,False,True
148,False,False,False,False,True
149,False,False,False,False,True
150,False,False,False,False,True
151,False,False,False,False,True
152,False,False,False,False,True
153,False,False,False,False,True
154,False,False,False,False,True
155,False,False,False,False,True
156,False,False,False,False,True
157,False,False,False,False,True
158,False,False,False,False,True
159,False,False,False,False,True
160,False,False,False,False,True
161,False,False,False,False,True
162,False,False,False,False,True
163,False,False,False,False,True
164,False,False,False,False,True
165,False,False,False,False,True
166,False,False,False,False,True
167,False,False,False,False,True
168,False,False,False,False,True
169,False,False,False,False,True
170,False,False,False,False,True
171,False,False,False,False,True
172,False,False,False,False,True
173,False,False,False,False,True
174,False,False,False,False,True
175,False,False,False,False,True
176,False,False,False,False,True
177,False,False,False,False,True
178,False,False,False,False,True
179,False,False,False,False,True
180,False,False,False,False,True
181,False,False,False,False,True
182,False,False,False,False,True
183,False,False,False,False,True
184,False,False,False,False,True
185,False,False,False,False,True
186,False,False,False,False,True
187,False,False,False,False,True
188,False,False,False,False,True
189,False,False,False,False,True
190,False,False,False,False,True
191,False,False,False,False,True
192,False,False,False,False,True
193,False,False,False,False,True
194,False,False,False,False,True
195,False,False,False,False,True
196,False,False,False,False,True
197,False,False,False,False,True
198,False,False,False,False,True
199,False,True,False,False,True
200,False,True,False,False,True
201,False,True,False,False,True
202,False,True,False,False,True
203,False,True,False,False,True
204,False,True,False,False,True
205,False,True,False,False,True
206,False,True,False,False,True
207,False,True,False,False,True
208,False,True,False,False,True
209,False,True,False,False,True
210,False,True,False,False,True
211,False,True,False,False,True
212,False,True,False,False,True
213,False,True,False,False,True
214,False,True,False,False,True
215,False,True,False,False,True
216,False,True,False,False,True
217,False,True,False,False,True
218,False,True,False,False,True
219,False,True,False,False,True
220,False,True,False,False,True
221,False,True,False,False,True
222,False,True,False,False,True
223,False,True,False,False,True
224,False,True,False,False,True
225,False,True,False,False,True
226,False,True,False,False,True
227,False,True,False,False,True
228,False,True,False,False,True
229,False,True,False,False,True
230,False,True,False,False,True
231,False,True,False,False,True
232,False,True,False,False,True
233,False,True,False,False,True
234,False,True,False,False,True
235,False,True,False,False,True
236,False,True,False,False,True
237,False,True,False,False,True
238,False,True,False,False,True
239,False,True,False,False,True
240,False,True,False,False,True
241,False,True,False,False,True
242,False,True,False,False,True
243,False,True,False,False,True
244,False,True,False,False,True
245,False,True,False,False,True
246,False,True,False,False,True
247,False,True,False,False,True
248,False,True,False,False,True
249,False,True,False,False,True
250,False,True,False,False,True
251,False,True,False,False,True
252,False,True,False,False,True
253,False,True,False,False,True
254,False,True,False,False,True
255,False,True,False,False,True
256,False,True,False,False,True
257,False,True,False,False,True
258,False,True,False,False,True
259,False,True,False,False,True
260,False,True,False,False,True
261,False,True,False,False,True
262,False,True,False,False,True
263,False,True,False,False,True
264,False,True,False,False,True
265,False,True,False,False,True
266,False,True,False,False,True
267,False,True,False,False,True
268,False,True,False,False,True
269,False,True,False,False,True
270,False,True,False,False,True
271,False,True,False,False,True
272,False,True,False,False,True
273,False,True,False,False,True
274,False,True,False,False,True
275,False,True,False,False,True
276,False,True,False,False,True
277,False,True,False,False,True
278,False,True,False,False,True
279,False,True,False,False,True
280,False,True,False,False,True
281,False,True,False,False,True
282,False,True,False,False,True
283,False,True,False,False,True
284,False,True,False,False,True
285,False,True,False,False,True
286,False,True,False,False,True
287,False,True,False,False,True
288,False,True,False,False,True
289,False,True,False,False,True
290,False,True,False,False,True
291,False,True,False,False,True
292,False,True,False,False,True
293,False,True,False,False,True
294,False,False,False,False,True
295,False,False,False,False,True
296,False,False,False,False,True
297,False,False,False,False,True
298,False,False,False,False,True
299,False,False,False,False,True
300,False,False,False,False,True
301,False,False,False,False,True
302,False,False,False,False,True
303,False,False,False,False,True
304,False,False,False,False,True
305,False,False,False,False,True
306,True,False,False,False,True
307,True,False,False,False,True
308,True,False,False,False,True
309,True,False,False,False,True
310,True,False,False,False,True
311,True,False,False,False,True
312,True,False,False,False,True
313,True,False,False,False,True
314,True,False,False,False,True
315,True,False,False,False,True
316,True,False,False,False,True
317,False,False,False,False,True
318,False,False,False,False,True
319,False,False,False,False,True
320,False,False,False,False,True
321,False,False,False,False,True
322,False,False,False,False,True
323,False,False,False,False,True
324,False,False,False,False,True
325,False,False,False,False,True
326,False,False,False,False,True
327,False,False,False,False,True
328,False,False,False,False,True
329,False,False,False,False,True
330,False,False,False,False,True
331,False,False,False,False,True
332,False,False,False,False,True
333,False,False,False,False,True
334,False,False,False,False,True
335,False,False,False,False,True
336,False,False,False,False,True
337,False,False,False,False,True
338,False,False,False,False,True
339,False,False,False,False,True
340,False,False,False,False,True
341,False,False,False,False,True
342,False,False,False,False,True
343,False,False,False,False,True
344,False,False,False,False,True
345,False,False,False,False,True
346,False,False,False,False,True
347,False,False,False,False,True
348,False,False,False,False,True
349,False,False,False,False,True
350,False,True,False,False,True
351,False,True,False,False,True
352,False,True,False,False,True
353,False,True,False,False,True
354,False,True,False,False,True
355,False,True,False,False,True
356,False,True,False,False,True
357,False,True,False,False,True
358,False,True,False,False,True
359,False,True,False,False,True
360,False,True,False,False,True
361,False,True,False,False,True
362,False,True,False,False,True
363,False,True,False,True,True
364,False,True,False,False,True
365,False,True,False,False,True
366,False,True,False,False,True
367,False,True,False,False,True
368,False,True,False,True,True
369,False,True,False,False,True
370,False,True,False,False,True
371,False,True,False,False,True
372,False,True,False,False,True
373,False,True,False,True,True
374,False,True,False,False,True
375,False,True,False,False,True
376,False,True,False,False,True
377,False,True,False,False,True
378,False,True,False,True,True
379,False,True,False,False,True
380,False,True,False,False,True
381,False,True,False,False,True
382,False,True,False,False,True
383,False,True,False,True,True
384,False,True,False,False,True
385,False,True,False,False,True
386,False,True,False,False,True
387,False,True,False,False,True
388,False,True,False,True,True
389,False,True,False,False,True
390,False,True,False,False,True
391,False,True,False,False,True
392,False,True,False,False,True
393,False,True,False,True,True
394,False,True,False,False,True
395,False,True,False,False,True
396,False,True,False,False,True
397,False,True,False,False,True
398,False,True,False,True,True
399,False,True,False,False,True
400,False,True,False,False,True
401,False,True,False,False,True
402,False,True,False,False,True
403,False,True,False,True,True
404,False,True,False,False,True
405,False,True,False,False,True
406,False,True,False,False,True
407,False,True,False,False,True
408,False,True,False,True,True
409,False,True,False,False,True
410,False,True,False,False,True
411,False,True,False,False,True
412,False,True,False,False,True
413,False,True,False,True,True
414,False,True,False,False,True
415,False,True,False,False,True
416,False,True,False,False,True
417,False,True,False,False,True
418,False,True,False,True,True
419,False,True,False,False,True
420,False,True,False,False,True
421,False,True,False,False,True
422,False,True,False,False,True
423,False,True,False,False,True
424,False,True,False,False,True
425,False,True,False,False,True
426,False,True,False,False,True
427,False,True,False,False,True
428,False,True,False,False,True
429,False,True,False,False,True
430,False,True,False,False,True
431,False,True,False,False,True
432,False,True,False,False,True
433,False,True,False,False,True
434,False,True,False,False,True
435,False,True,False,False,True
436,False,True,False,False,True
437,False,True,False,False,True
438,False,True,False,False,True
439,False,True,False,False,True
440,False,True,False,False,True
441,False,True,False,False,True
442,False,True,False,False,True
443,False,True,False,False,True
444,False,True,False,False,True
445,False,False,False,False,True
446,False,False,False,False,True
447,False,False,False,False,True
448,False,False,False,False,True
449,False,False,False,False,True
450,False,False,False,False,True
451,False,False,False,False,True
452,False,False,False,False,True
453,False,False,False,False,True
454,False,False,False,False,True
455,False,False,False,False,True
456,True,False,False,False,True
457,True,False,False,False,True
458,False,False,False,False,True
459,False,False,False,False,True
460,False,False,False,False,True
461,False,False,False,False,True
462,False,False,False,False,True
463,False,False,False,False,True
464,False,False,False,False,True
465,False,False,False,False,True
466,False,False,False,False,True
467,False,False,False,False,True
468,False,False,False,False,True
469,False,False,False,False,True
470,False,False,False,False,True
471,False,False,False,False,True
472,False,False,False,False,True
473,False,False,False,False,True
474,False,False,False,False,True
475,False,False,False,False,True
476,False,False,False,False,True
477,False,False,False,False,True
478,False,False,False,False,True
479,False,False,False,False,True
480,False,False,False,False,True
481,False,False,False,False,True
482,False,False,False,False,True
483,False,False,False,False,True
484,False,False,False,False,True
485,False,False,False,False,True
486,False,False,False,False,True
487,False,True,False,False,True
488,False,True,False,False,True
489,False,True,False,False,True
490,False,True,False,False,True
491,False,True,False,False,True
492,False,True,False,False,True
493,False,True,False,False,True
494,False,True,False,False,True
495,False,True,False,False,True
496,False,True,False,False,True
497,False,True,False,False,True
498,False,True,False,False,True
499,False,True,False,False,True
500,False,True,False,False,True
501,False,True,False,False,True
502,False,True,False,False,True
503,False,True,False,False,True
504,False,True,False,False,True
505,False,True,False,False,True
506,False,True,False,False,True
507,False,True,False,False,True
508,False,True,False,False,True
509,False,True,False,False,True
510,False,True,False,False,True
511,False,True,False,False,True
512,False,True,False,False,True
513,False,True,False,False,True
514,False,True,False,False,True
515,False,True,False,False,True
516,False,True,False,False,True
517,False,True,False,False,True
518,False,True,False,False,True
519,False,True,False,False,True
520,False,True,False,False,True
521,False,True,False,False,True
522,False,True,False,False,True
