ts,is_in_right_most_lane,is_in_junction,is_not_steering_right,prop_eval
0,True,False,True,True
1,True,False,True,True
2,True,False,True,True
3,True,False,True,True
4,True,False,True,True
5,True,False,True,True
6,True,False,True,True
7,True,False,False,False
8,True,False,False,False
9,True,False,False,False
10,True,False,False,False
11,True,False,False,False
12,True,False,True,False
13,True,False,True,False
14,True,False,True,False
15,True,False,True,False
16,True,False,True,False
17,True,False,True,False
18,True,False,True,False
19,True,False,True,False
20,True,False,True,False
21,True,False,True,False
22,True,False,False,False
23,True,False,True,False
24,True,False,False,False
25,True,False,False,False
26,True,False,False,False
27,True,False,False,False
28,True,False,False,False
29,True,False,False,False
30,True,False,True,False
31,True,False,True,False
32,True,True,False,False
33,True,True,False,False
34,True,True,False,False
35,True,True,False,False
36,True,True,False,False
37,True,True,False,False
38,True,True,False,False
39,True,True,False,False
40,True,True,False,False
41,True,False,False,False
42,True,False,True,False
43,True,False,True,False
44,True,False,True,False
45,True,False,True,False
46,True,False,True,False
47,True,False,True,False
48,True,False,True,False
49,True,False,True,False
50,True,False,True,False
51,True,False,True,False
52,True,False,True,False
53,True,False,True,False
54,True,False,True,False
55,True,False,True,False
56,True,False,True,False
57,True,False,True,False
58,True,False,True,False
59,True,False,True,False
60,True,False,True,False
61,True,False,True,False
62,True,False,True,False
63,True,False,True,False
64,True,False,True,False
65,True,False,True,False
66,True,False,True,False
67,True,False,True,False
68,True,False,True,False
69,True,False,True,False
70,True,False,True,False
71,True,False,True,False
72,True,False,True,False
73,True,False,True,False
74,True,False,True,False
75,True,False,True,False
76,True,False,True,False
77,True,False,True,False
78,True,False,True,False
79,True,False,True,False
80,True,False,True,False
81,True,False,True,False
82,True,False,True,False
83,True,False,True,False
84,True,False,True,False
85,True,False,True,False
86,True,False,True,False
87,True,False,True,False
88,True,False,True,False
89,True,False,True,False
90,True,False,True,False
91,True,False,True,False
92,True,False,True,False
93,True,False,True,False
94,True,False,True,False
95,True,False,True,False
96,True,False,True,False
97,True,False,True,False
98,True,False,True,False
99,True,False,True,False
100,True,False,True,False
101,True,False,True,False
102,True,False,True,False
103,True,False,True,False
104,True,False,False,False
105,True,False,True,False
106,True,False,True,False
107,True,False,False,False
108,True,False,False,False
109,True,False,True,False
110,True,False,True,False
111,True,False,True,False
112,True,True,True,False
113,True,True,False,False
114,True,True,True,False
115,True,True,True,False
116,True,True,True,False
117,True,True,False,False
118,True,True,False,False
119,True,True,False,False
120,True,True,False,False
121,True,True,False,False
122,True,True,False,False
123,True,True,True,False
124,True,True,True,False
125,True,False,True,False
126,True,False,False,False
127,True,False,False,False
128,True,False,False,False
129,True,False,False,False
130,True,False,False,False
131,True,False,False,False
132,True,False,False,False
133,True,False,False,False
134,True,False,True,False
135,True,False,True,False
136,True,False,True,False
137,True,False,True,False
138,True,False,True,False
139,True,False,True,False
140,True,False,True,False
141,True,False,True,False
142,True,False,True,False
143,True,False,True,False
144,True,False,True,False
145,True,False,True,False
146,True,False,True,False
147,True,False,True,False
148,True,False,True,False
149,False,False,True,False
150,False,False,True,False
151,False,False,True,False
152,False,False,True,False
153,False,False,True,False
154,False,False,True,False
155,False,False,True,False
156,True,False,True,False
157,True,False,True,False
158,True,False,True,False
159,True,False,True,False
160,True,False,True,False
161,True,False,True,False
162,True,False,True,False
163,True,False,True,False
164,True,False,True,False
165,True,False,True,False
166,True,False,True,False
167,True,False,True,False
168,True,False,True,False
169,True,False,True,False
170,True,False,True,False
171,True,False,True,False
172,True,False,True,False
173,True,False,True,False
174,True,False,True,False
175,True,False,True,False
176,True,False,True,False
177,True,False,True,False
178,True,False,True,False
179,True,False,True,False
180,True,False,True,False
181,True,False,True,False
182,True,False,True,False
183,True,False,True,False
184,True,False,True,False
185,True,False,True,False
186,True,False,True,False
187,True,False,True,False
188,True,False,True,False
189,True,False,True,False
190,True,False,True,False
191,True,False,True,False
192,True,False,True,False
193,True,False,True,False
194,True,False,True,False
195,True,False,True,False
196,True,False,True,False
197,True,False,True,False
198,True,False,True,False
199,True,False,True,False
200,True,False,True,False
201,True,False,False,False
202,True,False,True,False
