ts,is_in_right_most_lane,is_in_junction,is_not_steering_right,prop_eval
0,False,False,False,True
1,False,False,False,True
2,False,False,False,True
3,False,False,False,True
4,False,False,False,True
5,False,False,False,True
6,False,True,True,True
7,False,True,True,True
8,False,True,True,True
9,False,True,True,True
10,False,True,True,True
11,False,True,True,True
12,False,True,True,True
13,False,True,True,True
14,False,True,True,True
15,False,True,True,True
16,False,False,True,True
17,True,False,True,True
18,True,False,True,True
19,True,False,True,True
20,True,False,True,True
21,True,False,True,True
22,True,False,True,True
23,True,False,True,True
24,True,False,True,True
25,True,False,True,True
26,True,False,True,True
27,True,False,True,True
28,True,False,True,True
29,True,False,False,False
30,False,False,False,False
31,False,False,False,False
32,False,False,True,False
33,False,False,False,False
34,False,False,False,False
35,False,False,False,False
36,False,False,False,False
37,False,False,False,False
38,False,False,False,False
39,False,False,False,False
40,False,False,False,False
41,False,False,False,False
42,False,False,False,False
43,False,False,False,False
44,False,False,True,False
45,False,False,True,False
46,False,False,True,False
47,False,False,False,False
48,False,False,True,False
49,False,False,False,False
50,False,False,False,False
51,False,False,False,False
52,False,False,False,False
53,False,False,True,False
54,False,False,True,False
55,False,False,False,False
56,False,False,False,False
57,False,False,False,False
58,False,False,False,False
59,False,False,False,False
60,False,False,False,False
61,False,False,False,False
62,False,True,False,False
63,False,True,False,False
64,False,True,False,False
65,True,True,False,False
66,True,True,False,False
67,True,True,False,False
68,True,True,False,False
69,False,True,False,False
70,False,False,False,False
71,False,False,False,False
72,False,False,False,False
73,False,False,False,False
74,False,False,False,False
75,False,False,False,False
76,False,False,False,False
77,False,False,False,False
78,False,False,True,False
79,False,False,True,False
80,False,False,True,False
81,False,False,False,False
82,False,False,False,False
83,False,False,True,False
84,False,False,False,False
85,False,False,False,False
86,False,False,False,False
87,False,False,False,False
88,False,False,False,False
89,False,False,True,False
90,False,False,False,False
91,False,False,False,False
92,False,False,False,False
93,False,False,False,False
94,False,False,False,False
95,False,False,False,False
96,False,False,False,False
97,False,False,False,False
98,False,False,False,False
99,False,False,False,False
100,False,False,False,False
101,False,False,False,False
102,False,False,False,False
103,False,False,False,False
104,False,False,False,False
105,False,False,False,False
106,False,False,False,False
107,False,False,False,False
108,False,False,False,False
109,False,False,False,False
110,False,False,False,False
111,False,False,False,False
112,False,False,True,False
113,False,False,False,False
114,False,False,False,False
115,False,False,False,False
116,False,False,False,False
117,False,False,False,False
118,False,False,False,False
119,False,False,False,False
120,False,False,False,False
121,False,False,False,False
122,False,False,False,False
123,False,False,False,False
124,False,False,False,False
125,False,False,False,False
126,False,False,False,False
127,False,False,False,False
128,False,False,False,False
129,False,False,False,False
130,False,False,True,False
131,False,False,False,False
132,False,False,False,False
133,False,False,False,False
134,False,False,False,False
135,False,False,False,False
136,False,False,False,False
137,False,False,False,False
138,False,False,False,False
139,False,False,False,False
140,False,False,False,False
141,False,False,False,False
142,False,False,False,False
143,False,False,False,False
144,False,False,False,False
145,False,False,False,False
146,False,False,False,False
147,False,False,True,False
148,False,False,False,False
149,False,False,True,False
150,False,True,False,False
151,False,True,False,False
152,False,True,True,False
153,False,True,True,False
154,False,True,False,False
155,False,True,False,False
156,False,True,True,False
157,False,True,False,False
158,False,True,True,False
159,False,False,False,False
160,False,False,False,False
161,False,False,False,False
162,False,False,True,False
163,False,False,False,False
