ts,are_stop_signs_for_ego,is_stopped,prop_eval
0,False,True,True
1,False,False,True
2,False,False,True
3,False,False,True
4,False,False,True
5,False,False,True
6,False,False,True
7,False,False,True
8,False,False,True
9,False,False,True
10,False,False,True
11,False,False,True
12,False,False,True
13,False,False,True
14,False,False,True
15,False,False,True
16,False,False,True
17,False,False,True
18,False,False,True
19,False,False,True
20,False,False,True
21,False,False,True
22,False,True,True
23,False,True,True
24,False,True,True
25,False,True,True
26,False,True,True
27,False,True,True
28,False,True,True
29,False,True,True
30,False,True,True
31,False,True,True
32,False,True,True
33,False,True,True
34,False,True,True
35,False,True,True
36,False,True,True
37,False,True,True
38,False,True,True
39,False,True,True
40,False,True,True
41,False,True,True
42,False,True,True
43,False,True,True
44,False,True,True
45,False,True,True
46,False,True,True
47,False,True,True
48,False,True,True
49,False,True,True
50,False,True,True
51,False,True,True
52,False,True,True
53,False,True,True
54,False,True,True
55,False,True,True
56,False,True,True
57,False,True,True
58,False,True,True
59,False,True,True
60,False,True,True
61,False,True,True
62,False,True,True
63,False,True,True
64,False,True,True
65,False,True,True
66,False,True,True
67,False,True,True
68,False,True,True
69,False,True,True
70,False,True,True
71,False,True,True
72,False,True,True
73,False,True,True
74,False,True,True
75,False,True,True
76,False,True,True
77,False,True,True
78,False,True,True
79,False,True,True
80,False,True,True
81,False,True,True
82,False,True,True
83,False,True,True
84,False,True,True
85,False,True,True
86,False,True,True
87,False,True,True
88,False,True,True
89,False,True,True
90,False,True,True
91,False,True,True
92,False,True,True
93,False,True,True
94,False,True,True
95,False,True,True
96,False,True,True
97,False,True,True
98,False,True,True
99,False,True,True
100,False,True,True
101,False,True,True
102,False,True,True
103,False,True,True
104,False,True,True
105,False,True,True
106,False,True,True
107,False,True,True
108,False,True,True
109,False,True,True
110,False,True,True
111,False,True,True
112,False,True,True
113,False,True,True
114,False,True,True
115,False,True,True
116,False,True,True
117,False,True,True
118,False,False,True
119,False,False,True
120,False,False,True
121,False,False,True
122,False,False,True
123,False,False,True
124,False,False,True
125,False,False,True
126,False,False,True
127,False,False,True
128,False,False,True
129,False,False,True
130,False,False,True
131,False,False,True
132,False,True,True
133,False,True,True
134,False,False,True
135,False,False,True
136,False,False,True
137,False,False,True
138,False,False,True
139,False,False,True
140,False,False,True
141,False,False,True
142,False,False,True
143,False,False,True
144,False,False,True
145,False,False,True
146,False,False,True
147,False,False,True
148,False,False,True
149,False,True,True
150,False,False,True
151,False,False,True
152,False,False,True
153,False,False,True
154,False,False,True
155,False,False,True
156,False,False,True
157,False,True,True
158,False,False,True
159,False,False,True
160,False,True,True
161,False,True,True
162,False,True,True
163,False,True,True
164,False,True,True
165,False,True,True
166,False,True,True
167,False,True,True
168,False,True,True
169,False,True,True
170,False,True,True
171,False,True,True
172,False,True,True
