ts,ego_is_out_of_road,prop_eval
659,False,True
660,False,True
661,False,True
662,False,True
663,False,True
664,False,True
665,False,True
666,False,True
667,False,True
668,False,True
669,False,True
670,False,True
671,False,True
672,False,True
673,False,True
674,False,True
675,False,True
676,False,True
677,False,True
678,False,True
679,False,True
680,False,True
681,False,True
682,False,True
683,False,True
684,False,True
685,False,True
686,False,True
687,False,True
688,False,True
689,False,True
690,False,True
691,False,True
692,False,True
693,False,True
694,False,True
695,False,True
696,False,True
697,False,True
698,False,True
699,False,True
700,False,True
701,False,True
702,False,True
703,False,True
704,False,True
705,False,True
706,False,True
707,False,True
708,False,True
709,False,True
710,False,True
711,False,True
712,False,True
713,False,True
714,False,True
715,False,True
716,False,True
717,False,True
718,False,True
719,False,True
720,False,True
721,False,True
722,False,True
723,False,True
724,False,True
725,False,True
726,False,True
727,False,True
728,False,True
729,False,True
730,False,True
731,False,True
732,False,True
733,False,True
734,False,True
735,False,True
736,False,True
737,False,True
738,False,True
739,False,True
740,False,True
741,False,True
742,False,True
743,False,True
744,False,True
745,False,True
746,False,True
747,False,True
748,False,True
749,False,True
750,False,True
751,False,True
752,False,True
753,False,True
754,False,True
755,False,True
756,False,True
757,False,True
758,False,True
759,False,True
760,False,True
761,False,True
762,False,True
763,False,True
764,False,True
765,False,True
766,False,True
767,False,True
768,False,True
769,False,True
770,False,True
771,False,True
772,False,True
773,False,True
774,False,True
775,False,True
776,False,True
777,False,True
778,False,True
779,False,True
780,False,True
781,False,True
782,False,True
783,False,True
784,False,True
785,False,True
786,False,True
787,False,True
788,False,True
789,False,True
790,False,True
791,False,True
792,False,True
793,False,True
794,False,True
795,False,True
796,False,True
797,False,True
798,False,True
799,False,True
800,False,True
801,False,True
802,False,True
803,False,True
804,False,True
805,False,True
806,False,True
807,False,True
808,False,True
809,False,True
810,False,True
811,False,True
812,False,True
813,False,True
814,False,True
815,False,True
816,False,True
817,False,True
818,False,True
819,False,True
820,False,True
821,False,True
822,False,True
823,False,True
824,False,True
825,False,True
826,False,True
827,False,True
828,False,True
829,False,True
830,False,True
831,False,True
832,False,True
833,False,True
834,False,True
835,False,True
836,False,True
837,False,True
838,False,True
839,False,True
840,False,True
841,False,True
842,False,True
843,False,True
844,False,True
845,False,True
846,False,True
847,False,True
848,False,True
849,False,True
850,False,True
851,False,True
852,False,True
853,False,True
854,False,True
855,False,True
856,False,True
857,False,True
858,False,True
859,False,True
860,False,True
861,False,True
862,False,True
863,False,True
864,False,True
865,False,True
866,False,True
867,False,True
868,False,True
869,False,True
870,False,True
871,False,True
872,False,True
873,False,True
874,False,True
875,False,True
876,False,True
877,False,True
878,False,True
879,False,True
880,False,True
