ts,is_in_right_most_lane,is_in_junction,is_not_steering_right,prop_eval
0,True,True,False,True
1,True,True,False,True
2,True,True,False,True
3,True,True,True,True
4,True,True,True,True
5,True,True,False,True
6,True,True,True,True
7,True,True,False,True
8,True,True,False,True
9,True,True,True,True
10,True,True,True,True
11,True,True,False,True
12,True,True,False,True
13,True,True,False,True
14,True,True,True,True
15,True,True,False,True
16,True,False,False,False
17,True,False,True,False
18,True,False,True,False
19,True,False,True,False
20,True,False,True,False
21,True,False,False,False
22,True,False,False,False
23,True,False,False,False
24,True,False,False,False
25,True,False,False,False
26,True,False,False,False
27,True,False,True,False
28,True,False,False,False
29,True,False,False,False
30,True,False,True,False
31,True,False,False,False
32,True,False,False,False
33,True,False,True,False
34,True,False,False,False
35,True,False,False,False
36,True,False,False,False
37,True,False,True,False
38,True,False,False,False
39,True,False,False,False
40,True,False,False,False
41,True,False,False,False
42,True,False,False,False
43,True,False,False,False
44,True,False,False,False
45,True,False,False,False
46,True,False,False,False
47,True,False,False,False
48,True,False,False,False
49,True,False,True,False
50,True,False,False,False
51,True,False,True,False
52,True,False,False,False
53,True,False,True,False
54,True,False,False,False
55,True,False,False,False
56,True,False,False,False
57,True,False,False,False
58,True,False,False,False
59,True,False,False,False
60,True,False,False,False
61,True,False,False,False
62,True,False,False,False
63,True,False,False,False
64,True,False,False,False
65,True,False,False,False
66,True,False,False,False
67,True,False,False,False
68,True,False,False,False
69,True,False,False,False
70,True,False,False,False
71,True,False,False,False
72,True,False,False,False
73,True,False,False,False
74,True,False,False,False
75,True,False,False,False
76,True,False,False,False
77,True,False,False,False
78,True,False,False,False
79,True,False,False,False
80,True,False,False,False
81,True,False,True,False
82,True,False,False,False
83,True,False,False,False
84,True,False,False,False
85,True,False,True,False
86,True,False,True,False
87,True,False,True,False
88,True,False,False,False
89,True,False,True,False
90,True,False,False,False
91,True,False,False,False
92,True,False,True,False
93,True,False,False,False
94,True,False,False,False
95,True,False,False,False
96,True,False,True,False
97,True,False,True,False
98,True,False,False,False
99,True,False,True,False
100,True,False,False,False
101,True,False,False,False
102,True,False,False,False
103,True,False,False,False
104,True,False,False,False
105,True,False,False,False
106,True,False,False,False
107,True,False,False,False
108,True,False,False,False
109,True,False,False,False
110,True,False,False,False
111,True,False,False,False
112,True,False,False,False
113,True,False,False,False
114,True,False,False,False
115,True,False,False,False
116,True,False,False,False
117,True,False,False,False
118,True,False,False,False
119,True,False,False,False
120,True,False,False,False
121,True,False,False,False
122,True,False,False,False
123,True,False,False,False
124,True,False,False,False
125,True,False,False,False
126,True,False,False,False
127,True,False,False,False
128,True,False,False,False
129,True,False,False,False
130,True,False,False,False
131,True,False,False,False
132,True,False,False,False
133,True,False,False,False
134,True,False,False,False
135,True,False,False,False
136,True,False,False,False
137,True,False,False,False
138,True,False,False,False
139,True,False,False,False
140,True,False,False,False
141,True,False,False,False
142,True,False,False,False
143,True,False,False,False
144,True,False,False,False
145,True,False,False,False
146,True,False,True,False
147,True,False,True,False
148,True,False,True,False
149,True,False,False,False
150,True,False,True,False
151,True,False,True,False
152,True,False,True,False
153,True,False,False,False
154,True,False,True,False
155,True,False,True,False
156,True,False,True,False
157,True,False,True,False
158,True,False,True,False
159,True,False,True,False
160,True,False,True,False
161,True,False,True,False
162,True,False,True,False
163,True,False,True,False
164,True,False,True,False
165,True,False,True,False
166,True,False,True,False
167,True,False,True,False
168,True,False,True,False
169,True,False,False,False
170,True,False,False,False
171,True,False,False,False
172,True,False,False,False
173,True,False,False,False
174,True,False,False,False
175,True,False,True,False
176,True,False,True,False
177,True,False,True,False
178,True,False,True,False
179,True,False,True,False
180,True,False,True,False
181,True,False,True,False
182,True,False,False,False
183,True,False,False,False
184,True,False,False,False
185,True,False,False,False
186,True,False,False,False
187,True,False,False,False
188,True,False,False,False
189,True,False,False,False
190,True,False,False,False
191,True,False,False,False
192,True,False,False,False
193,True,False,False,False
194,True,False,True,False
195,True,False,False,False
196,True,False,False,False
197,True,False,False,False
198,True,False,False,False
199,True,False,False,False
200,True,False,False,False
201,True,False,True,False
202,True,False,True,False
203,True,False,True,False
204,True,False,True,False
205,True,False,True,False
206,True,False,True,False
207,True,False,True,False
208,True,False,False,False
209,True,False,True,False
210,True,False,False,False
211,True,False,True,False
212,True,False,True,False
213,True,False,True,False
214,True,False,True,False
215,True,True,False,False
216,True,True,False,False
217,True,True,False,False
218,True,True,False,False
219,True,True,False,False
220,True,True,False,False
221,False,True,False,False
222,False,False,False,False
223,True,False,False,False
224,True,False,True,False
225,True,False,True,False
226,True,False,True,False
227,True,False,True,False
228,True,False,True,False
229,True,False,True,False
230,True,False,True,False
231,True,False,True,False
232,True,False,True,False
233,True,False,True,False
234,True,False,True,False
235,True,False,False,False
236,True,False,False,False
237,True,False,False,False
238,True,False,True,False
239,True,False,False,False
240,True,False,False,False
241,True,False,False,False
242,True,False,False,False
243,True,False,False,False
244,True,False,False,False
245,True,False,False,False
246,True,False,False,False
247,True,False,False,False
248,True,False,True,False
249,True,False,True,False
250,True,False,True,False
251,True,False,False,False
252,True,False,False,False
253,True,False,True,False
254,True,False,False,False
255,True,False,False,False
256,True,False,False,False
257,True,False,False,False
258,True,False,False,False
259,True,False,False,False
260,True,False,False,False
261,True,False,False,False
262,True,False,False,False
263,True,False,False,False
264,True,False,False,False
265,True,False,False,False
266,True,False,False,False
267,True,False,False,False
268,True,False,False,False
269,True,False,True,False
270,True,False,True,False
271,True,False,True,False
272,True,False,True,False
273,True,False,True,False
274,True,False,True,False
275,True,False,True,False
276,True,False,True,False
277,True,False,True,False
278,True,False,False,False
279,True,False,False,False
280,True,False,False,False
281,True,False,False,False
282,True,False,False,False
283,True,False,False,False
284,True,False,False,False
285,True,False,False,False
286,True,False,False,False
287,True,False,False,False
288,True,False,False,False
289,True,False,False,False
290,True,False,False,False
291,True,False,False,False
292,True,False,False,False
293,True,False,False,False
294,True,False,False,False
295,True,False,False,False
296,True,False,False,False
297,True,False,True,False
298,True,False,False,False
299,True,False,False,False
300,True,False,False,False
301,True,False,False,False
302,True,False,False,False
303,True,False,True,False
304,True,False,True,False
305,True,False,True,False
306,True,False,True,False
307,True,False,True,False
308,True,False,True,False
309,True,False,True,False
310,True,False,True,False
311,True,True,True,False
312,True,True,False,False
313,True,True,False,False
314,True,True,False,False
315,True,True,False,False
316,True,True,False,False
317,True,True,False,False
318,True,True,False,False
319,True,True,False,False
320,True,True,False,False
321,True,True,False,False
322,True,True,False,False
323,True,True,False,False
324,True,True,False,False
325,True,True,False,False
326,True,True,False,False
327,True,True,False,False
328,True,True,False,False
329,True,True,False,False
330,True,True,False,False
331,True,True,False,False
332,True,True,False,False
333,True,True,False,False
334,True,True,False,False
335,True,True,False,False
336,True,True,False,False
337,True,True,False,False
338,True,True,False,False
339,True,True,False,False
340,True,True,False,False
341,True,True,False,False
342,True,True,False,False
343,True,True,False,False
344,True,True,False,False
345,True,True,False,False
346,True,True,False,False
347,True,True,False,False
348,True,True,False,False
349,True,True,False,False
350,True,True,False,False
351,True,True,False,False
352,True,True,False,False
353,True,True,False,False
354,True,True,False,False
355,True,True,False,False
356,True,True,False,False
357,True,True,False,False
358,True,True,False,False
359,True,True,False,False
360,True,True,False,False
361,True,True,False,False
362,True,True,False,False
363,True,True,False,False
364,True,True,False,False
365,True,True,False,False
366,True,True,False,False
367,True,True,False,False
368,True,True,False,False
369,True,True,False,False
370,True,True,False,False
371,True,True,False,False
372,True,True,False,False
373,True,True,False,False
374,True,True,False,False
375,True,True,False,False
376,True,True,False,False
377,True,True,False,False
378,True,True,False,False
