ts,is_in_right_most_lane,is_in_junction,is_not_steering_right,prop_eval
0,False,False,False,True
1,False,False,False,True
2,False,False,False,True
3,False,False,False,True
4,False,False,False,True
5,False,False,True,True
6,False,True,True,True
7,False,True,True,True
8,False,True,True,True
9,False,True,True,True
10,False,True,True,True
11,False,True,True,True
12,False,True,True,True
13,False,True,True,True
14,False,True,True,True
15,False,True,True,True
16,False,True,True,True
17,False,True,True,True
18,False,True,True,True
19,False,False,True,True
20,False,False,True,True
21,False,False,True,True
22,False,False,True,True
23,False,False,True,True
24,False,False,True,True
25,False,False,True,True
26,False,False,True,True
27,False,False,False,True
28,False,False,False,True
29,False,False,False,True
30,False,False,False,True
31,False,False,False,True
32,False,False,False,True
33,False,False,False,True
34,False,False,True,True
35,True,False,True,True
36,True,False,True,True
37,True,False,True,True
38,True,False,False,False
39,True,False,False,False
40,True,False,False,False
41,True,False,False,False
42,True,False,False,False
43,True,False,False,False
44,True,False,False,False
45,True,False,False,False
46,True,False,False,False
47,True,False,False,False
48,True,False,False,False
49,True,False,False,False
50,True,False,False,False
51,True,False,False,False
52,True,False,False,False
53,True,False,False,False
54,True,False,False,False
55,True,False,False,False
56,True,False,False,False
57,True,False,True,False
58,True,False,True,False
59,True,False,False,False
60,True,False,True,False
61,True,False,True,False
62,True,False,True,False
63,True,False,True,False
64,True,False,True,False
65,True,False,True,False
66,True,False,False,False
67,True,False,True,False
68,True,False,True,False
69,True,False,True,False
70,True,False,True,False
71,True,False,True,False
72,True,False,False,False
73,True,False,False,False
74,True,False,False,False
75,True,False,True,False
76,True,False,True,False
77,True,False,True,False
78,True,False,False,False
79,True,False,False,False
80,True,False,False,False
81,True,False,False,False
82,True,True,False,False
83,True,True,False,False
84,True,True,False,False
85,True,True,False,False
86,True,True,False,False
87,True,True,False,False
88,True,True,False,False
89,True,False,False,False
90,True,False,False,False
91,True,False,False,False
92,True,False,True,False
93,True,False,True,False
94,True,False,True,False
95,True,False,True,False
96,True,False,True,False
97,True,False,False,False
98,True,False,False,False
99,True,False,False,False
100,True,False,False,False
101,True,False,False,False
102,True,False,False,False
103,True,False,False,False
104,True,False,False,False
105,True,False,False,False
106,True,False,False,False
107,True,False,False,False
108,True,False,True,False
109,True,False,True,False
110,True,False,False,False
111,True,False,False,False
112,True,False,False,False
113,True,False,False,False
114,True,False,False,False
115,True,False,False,False
116,True,False,True,False
117,True,False,False,False
118,True,False,False,False
119,True,False,False,False
120,True,False,False,False
121,True,False,False,False
122,True,False,False,False
123,True,False,False,False
124,True,False,False,False
125,True,False,False,False
126,True,False,False,False
127,True,False,False,False
128,True,False,False,False
129,True,False,False,False
130,True,False,False,False
131,True,False,False,False
132,True,False,False,False
133,True,False,False,False
134,True,False,False,False
135,True,False,False,False
136,True,False,True,False
137,True,False,False,False
138,True,False,False,False
139,True,False,False,False
140,True,False,False,False
141,True,False,True,False
142,True,False,True,False
143,True,False,True,False
144,True,False,True,False
145,True,False,True,False
146,True,False,True,False
147,True,False,True,False
148,True,False,False,False
149,True,False,False,False
150,True,False,False,False
151,True,False,False,False
152,True,True,False,False
153,True,True,False,False
154,True,True,True,False
155,True,True,True,False
156,True,True,True,False
157,True,True,True,False
158,False,True,True,False
159,False,True,False,False
160,False,True,False,False
161,False,True,False,False
162,True,True,False,False
163,True,True,False,False
