ts,are_entities_super_near,are_entities_near_coll,is_throttle_not_positive,prop_eval
163,False,False,False,True
164,False,False,True,True
165,False,False,False,True
166,False,False,False,True
167,False,False,False,True
168,False,False,False,True
169,False,False,False,True
170,False,False,False,True
171,False,False,False,True
172,False,False,False,True
173,False,False,False,True
174,False,False,True,True
175,False,False,True,True
176,False,False,False,True
177,False,False,True,True
178,False,False,False,True
179,False,False,False,True
180,False,False,False,True
181,False,False,True,True
182,False,False,False,True
183,False,False,True,True
184,False,False,True,True
185,False,False,True,True
186,False,False,True,True
187,False,False,True,True
188,False,False,True,True
189,False,False,False,True
190,False,False,False,True
191,False,False,False,True
192,False,False,False,True
193,False,False,False,True
194,False,False,True,True
195,False,False,True,True
196,False,False,True,True
197,False,False,True,True
198,False,False,True,True
199,False,False,True,True
200,False,False,True,True
201,False,False,True,True
202,False,False,True,True
203,False,False,True,True
204,False,False,True,True
205,False,False,True,True
206,False,False,True,True
207,False,False,True,True
208,False,False,True,True
209,False,False,True,True
210,False,False,True,True
211,False,False,True,True
212,False,False,True,True
213,False,False,True,True
214,False,False,True,True
215,False,False,True,True
216,False,False,True,True
217,False,False,True,True
218,False,False,True,True
219,False,False,True,True
220,False,False,True,True
221,False,False,True,True
222,False,False,True,True
223,False,False,True,True
224,False,False,True,True
225,False,False,True,True
226,False,False,True,True
227,False,False,True,True
228,False,False,True,True
229,False,False,True,True
230,False,False,True,True
231,False,False,True,True
232,False,False,True,True
233,False,False,True,True
234,False,False,True,True
235,False,False,False,True
236,False,False,False,True
237,False,False,False,True
238,False,False,False,True
239,False,False,False,True
240,False,False,False,True
241,False,False,False,True
242,False,False,False,True
243,False,False,False,True
244,False,False,False,True
245,False,False,False,True
246,False,False,False,True
247,False,False,True,True
248,False,False,True,True
249,False,False,True,True
250,False,False,False,True
251,False,False,True,True
252,False,False,False,True
253,False,False,False,True
254,False,False,False,True
255,False,False,False,True
256,False,False,False,True
257,False,False,False,True
258,False,False,False,True
259,False,False,True,True
260,False,False,False,True
261,False,False,False,True
262,False,False,True,True
263,False,False,False,True
264,False,False,True,True
265,False,False,True,True
266,False,False,True,True
267,False,False,True,True
268,False,False,False,True
269,False,False,True,True
270,False,False,False,True
271,False,False,True,True
272,False,False,False,True
273,False,False,True,True
274,False,False,False,True
275,False,False,True,True
276,False,False,False,True
277,False,False,True,True
278,False,False,True,True
279,False,False,False,True
280,False,False,True,True
281,False,False,True,True
282,False,False,True,True
283,False,False,False,True
284,False,False,True,True
285,False,False,False,True
286,False,False,True,True
287,False,False,False,True
288,False,False,True,True
289,False,False,True,True
290,False,False,True,True
291,False,False,True,True
292,False,False,True,True
293,False,False,True,True
294,False,False,True,True
295,False,False,True,True
296,False,False,True,True
297,False,False,True,True
298,False,False,True,True
299,False,False,True,True
300,False,False,True,True
301,False,False,True,True
302,False,False,True,True
303,False,False,True,True
304,False,False,True,True
305,False,False,True,True
306,False,False,True,True
307,False,False,True,True
308,False,False,True,True
309,False,False,True,True
310,False,False,True,True
311,False,False,True,True
312,False,False,True,True
313,False,False,True,True
314,False,False,True,True
315,False,False,True,True
316,False,False,True,True
317,False,False,True,True
318,False,False,True,True
319,False,False,True,True
320,False,False,True,True
321,False,False,True,True
322,False,False,True,True
323,False,False,True,True
324,False,False,True,True
325,False,False,True,True
326,False,False,True,True
327,False,False,False,True
328,False,False,False,True
329,False,False,False,True
330,False,False,False,True
331,False,False,False,True
332,False,False,False,True
333,False,False,True,True
334,False,False,False,True
335,False,False,False,True
336,False,False,True,True
337,False,False,True,True
338,False,False,False,True
339,False,False,True,True
340,False,False,False,True
341,False,False,False,True
342,False,False,False,True
343,False,False,False,True
344,False,False,False,True
345,False,False,False,True
346,False,False,False,True
347,False,False,False,True
348,False,False,True,True
349,False,False,False,True
350,False,False,False,True
351,False,False,True,True
352,False,False,False,True
353,False,False,False,True
354,False,False,True,True
355,False,False,False,True
356,False,False,False,True
357,False,False,True,True
358,False,False,True,True
359,False,False,False,True
360,False,False,True,True
361,False,False,False,True
362,False,False,False,True
363,False,False,False,True
364,False,False,True,True
365,False,False,True,True
366,False,False,False,True
367,False,False,True,True
368,False,False,False,True
369,False,False,True,True
370,False,False,False,True
371,False,False,True,True
372,False,False,False,True
373,False,False,True,True
374,False,False,True,True
375,False,False,False,True
376,False,False,True,True
377,False,False,True,True
378,False,False,False,True
379,False,False,False,True
380,False,False,False,True
381,False,False,True,True
382,False,False,True,True
383,False,False,True,True
384,False,False,True,True
385,False,False,True,True
386,False,False,True,True
387,False,False,True,True
388,False,False,True,True
389,False,False,True,True
390,False,False,True,True
391,False,False,True,True
392,False,False,True,True
393,False,False,True,True
394,False,False,True,True
395,False,False,True,True
396,False,False,True,True
397,False,False,True,True
398,False,False,True,True
399,False,False,True,True
400,False,False,True,True
401,False,False,True,True
402,False,False,True,True
403,False,False,True,True
404,False,False,True,True
405,False,False,True,True
406,False,False,True,True
407,False,False,True,True
408,False,False,True,True
409,False,False,True,True
410,False,False,True,True
411,False,False,True,True
412,False,False,True,True
413,False,False,True,True
414,False,False,True,True
415,False,False,True,True
416,False,False,True,True
417,False,False,True,True
418,False,False,True,True
419,False,False,True,True
420,False,False,True,True
421,False,False,True,True
422,False,False,True,True
423,False,False,True,True
424,False,False,True,True
425,False,False,True,True
426,False,False,True,True
427,False,False,True,True
428,False,False,True,True
429,False,False,True,True
430,False,False,True,True
431,False,False,True,True
432,False,False,True,True
433,False,False,True,True
434,False,False,True,True
435,False,False,True,True
436,False,False,True,True
437,False,False,True,True
438,False,False,True,True
439,False,False,True,True
440,False,False,True,True
441,False,False,True,True
442,False,False,False,True
443,False,False,False,True
444,False,False,False,True
445,False,False,False,True
446,False,False,True,True
447,False,False,True,True
448,False,False,True,True
449,False,False,True,True
450,False,False,True,True
451,False,False,True,True
452,False,False,True,True
453,False,False,True,True
454,False,False,True,True
455,False,False,True,True
456,False,False,True,True
457,False,False,True,True
458,False,False,True,True
459,False,False,True,True
460,False,False,True,True
461,False,False,True,True
462,False,False,True,True
463,False,False,True,True
464,False,False,True,True
465,False,False,True,True
466,False,False,True,True
467,False,False,True,True
468,False,False,True,True
469,False,False,True,True
470,False,False,True,True
471,False,False,True,True
472,False,False,True,True
473,False,False,True,True
474,False,False,True,True
475,False,False,True,True
476,False,False,False,True
477,False,False,False,True
478,False,False,False,True
479,False,False,False,True
480,False,False,False,True
481,False,False,False,True
482,False,False,True,True
483,False,False,True,True
484,False,False,False,True
485,False,False,True,True
486,False,False,False,True
487,False,False,False,True
488,False,False,False,True
489,True,False,True,True
490,True,False,False,True
491,False,False,False,True
492,False,False,False,True
493,False,False,False,True
494,False,False,True,True
495,False,False,True,True
496,False,False,False,True
497,False,False,True,True
498,False,False,False,True
499,False,False,False,True
500,False,False,True,True
501,False,False,False,True
502,False,False,False,True
503,False,False,False,True
504,False,False,False,True
505,False,False,False,True
506,False,False,False,True
507,False,False,False,True
508,False,False,False,True
509,False,False,False,True
510,False,False,False,True
511,False,False,False,True
512,False,False,True,True
513,False,False,False,True
514,False,False,False,True
515,False,False,True,True
516,False,False,True,True
517,False,False,False,True
518,False,False,True,True
519,False,False,True,True
520,False,False,True,True
521,False,False,False,True
522,False,False,False,True
523,False,False,True,True
524,False,False,True,True
525,False,False,True,True
526,False,False,False,True
527,False,False,True,True
528,False,False,True,True
529,False,False,True,True
530,False,False,False,True
531,False,False,False,True
532,False,False,True,True
533,False,False,False,True
534,False,False,False,True
535,False,False,True,True
536,False,False,True,True
537,False,False,True,True
538,False,False,True,True
539,False,False,True,True
540,False,False,True,True
541,False,False,True,True
542,False,False,True,True
543,False,False,True,True
544,False,False,True,True
545,False,False,True,True
546,False,False,True,True
547,False,False,True,True
548,False,False,True,True
549,False,False,True,True
550,False,False,True,True
551,False,False,True,True
552,False,False,True,True
553,False,False,True,True
554,False,False,True,True
555,False,False,True,True
556,False,False,True,True
557,False,False,True,True
558,False,False,True,True
559,False,False,True,True
560,False,False,True,True
561,False,False,True,True
562,False,False,True,True
563,False,False,True,True
564,False,False,True,True
565,False,False,True,True
566,False,False,True,True
567,False,False,True,True
568,False,False,True,True
569,False,False,True,True
570,False,False,True,True
571,False,False,True,True
572,False,False,True,True
573,False,False,True,True
574,False,False,True,True
575,False,False,True,True
576,False,False,True,True
577,False,False,True,True
578,False,False,True,True
579,False,False,True,True
580,False,False,True,True
581,False,False,True,True
582,False,False,True,True
583,False,False,True,True
584,False,False,True,True
585,False,False,True,True
586,False,False,True,True
587,False,False,True,True
588,False,False,True,True
589,False,False,True,True
590,False,False,True,True
591,False,False,True,True
592,False,False,True,True
593,False,False,True,True
594,False,False,True,True
595,False,False,True,True
596,False,False,False,True
597,False,False,False,True
598,False,False,False,True
599,False,False,False,True
600,False,False,False,True
601,False,False,False,True
602,False,False,True,True
603,False,False,False,True
604,False,False,False,True
605,False,False,False,True
606,False,False,False,True
607,False,False,False,True
608,False,False,False,True
609,False,False,False,True
610,False,False,False,True
611,False,False,False,True
612,False,False,False,True
613,False,False,False,True
614,False,False,True,True
615,False,False,False,True
616,False,False,False,True
617,False,False,True,True
618,False,False,False,True
619,False,False,False,True
620,False,False,True,True
621,False,False,False,True
622,False,False,False,True
623,False,False,True,True
624,False,False,False,True
625,False,False,False,True
626,False,False,True,True
627,False,False,False,True
628,False,False,False,True
629,False,False,True,True
630,False,False,False,True
631,False,False,False,True
632,False,False,False,True
633,False,False,False,True
634,False,False,False,True
635,False,False,False,True
636,False,False,False,True
637,False,False,True,True
638,False,False,True,True
639,False,False,False,True
640,False,False,True,True
641,False,False,False,True
642,False,False,False,True
643,False,False,True,True
644,False,False,False,True
645,False,False,False,True
646,False,False,True,True
647,False,False,False,True
648,False,False,True,True
649,False,False,False,True
650,False,False,True,True
651,False,False,True,True
652,False,False,True,True
653,False,False,True,True
654,False,False,True,True
655,False,False,False,True
656,False,False,False,True
657,False,False,True,True
658,False,False,True,True
659,False,False,False,True
660,False,False,True,True
661,False,False,True,True
662,False,False,True,True
663,False,False,True,True
664,False,False,True,True
665,False,False,True,True
666,False,False,True,True
667,False,False,True,True
668,False,False,True,True
669,False,False,True,True
670,False,False,True,True
671,False,False,True,True
672,False,False,True,True
673,False,False,True,True
674,False,False,True,True
675,False,False,True,True
676,False,False,True,True
677,False,False,True,True
678,False,False,True,True
679,False,False,True,True
680,False,False,True,True
681,False,False,True,True
682,False,False,True,True
683,False,False,True,True
684,False,False,True,True
685,False,False,True,True
686,False,False,True,True
687,False,False,True,True
688,False,False,False,True
689,False,False,False,True
690,False,False,False,True
691,False,False,False,True
692,False,False,False,True
693,False,False,False,True
694,False,False,True,True
695,False,False,False,True
696,False,False,False,True
697,False,False,True,True
698,False,False,False,True
699,False,False,True,True
700,False,False,False,True
701,False,False,False,True
702,False,False,False,True
703,False,False,False,True
704,False,False,False,True
705,False,False,False,True
706,False,False,False,True
707,False,False,False,True
708,False,False,True,True
709,False,False,False,True
710,False,False,True,True
711,False,False,True,True
712,False,False,False,True
713,False,False,True,True
714,False,False,False,True
715,False,False,False,True
716,False,False,False,True
717,False,False,False,True
718,False,False,False,True
719,False,False,False,True
720,False,False,True,True
721,False,False,False,True
722,False,False,False,True
723,False,False,False,True
724,False,False,True,True
725,False,False,True,True
726,False,False,False,True
727,False,False,False,True
728,False,False,True,True
729,False,False,True,True
730,False,False,False,True
731,False,False,False,True
732,False,False,True,True
733,False,False,True,True
734,False,False,False,True
735,False,False,False,True
736,False,False,True,True
737,False,False,True,True
738,False,False,False,True
739,False,False,False,True
740,False,False,False,True
741,False,False,True,True
742,False,False,False,True
743,False,False,False,True
744,False,False,True,True
745,False,True,False,True
746,False,False,False,True
747,False,False,False,True
748,False,False,False,True
749,False,False,True,True
750,False,False,False,True
751,False,False,False,True
752,False,False,False,True
753,False,False,False,True
754,False,False,True,True
755,False,False,True,True
756,False,False,False,True
757,False,False,True,True
758,False,False,True,True
759,False,False,False,True
760,False,False,False,True
761,False,False,True,True
762,False,False,False,True
763,False,False,False,True
764,False,False,True,True
765,False,False,True,True
766,False,False,False,True
767,False,False,False,True
768,False,False,True,True
769,False,False,False,True
770,False,False,False,True
771,False,False,False,True
772,False,False,True,True
773,False,False,False,True
774,False,False,False,True
775,False,False,False,True
776,False,False,True,True
777,False,False,False,True
778,False,False,False,True
779,False,False,False,True
780,False,False,True,True
781,False,False,True,True
782,False,False,False,True
783,False,False,False,True
784,False,False,True,True
785,False,False,False,True
786,False,False,False,True
787,False,False,True,True
788,False,False,True,True
789,False,False,False,True
790,False,False,False,True
791,False,False,True,True
792,False,False,False,True
793,False,False,False,True
794,False,False,False,True
795,False,False,True,True
796,False,False,False,True
797,False,False,False,True
798,False,False,False,True
799,False,False,True,True
800,False,False,False,True
801,False,False,False,True
802,False,False,False,True
803,False,False,True,True
804,False,False,False,True
805,False,False,False,True
806,False,False,True,True
807,False,False,True,True
808,False,False,False,True
809,False,False,False,True
810,False,False,True,True
811,False,False,True,True
812,False,False,False,True
813,False,False,False,True
814,False,False,True,True
815,False,False,False,True
816,False,False,False,True
817,False,False,True,True
818,False,False,True,True
819,False,False,False,True
820,False,False,False,True
821,False,False,True,True
822,False,False,False,True
823,False,False,False,True
824,False,False,True,True
825,False,False,True,True
826,False,False,False,True
827,False,False,True,True
828,False,False,True,True
829,False,False,False,True
830,False,False,False,True
831,False,False,True,True
832,False,False,False,True
833,False,False,False,True
834,False,False,True,True
835,False,False,True,True
836,False,False,False,True
837,False,False,False,True
838,False,False,True,True
839,False,False,False,True
840,False,False,False,True
841,False,False,True,True
842,False,False,True,True
843,False,False,False,True
844,False,False,False,True
845,False,False,True,True
846,False,False,True,True
847,False,False,False,True
848,False,False,False,True
849,False,False,True,True
850,False,False,True,True
851,False,False,False,True
852,False,False,False,True
853,False,False,True,True
854,False,False,True,True
855,False,False,False,True
856,False,False,False,True
857,False,False,True,True
858,False,False,False,True
859,False,False,False,True
860,False,False,False,True
861,False,False,False,True
862,False,False,False,True
863,False,False,True,True
864,False,False,False,True
865,False,False,False,True
866,False,False,False,True
867,False,False,True,True
868,False,False,False,True
869,False,False,False,True
870,False,False,False,True
871,False,False,True,True
872,False,False,False,True
873,False,False,False,True
874,False,False,True,True
875,False,False,True,True
876,False,False,False,True
877,False,False,False,True
878,False,False,True,True
879,False,False,True,True
880,False,False,False,True
881,False,False,False,True
882,False,False,True,True
883,False,False,True,True
884,False,False,False,True
885,False,False,False,True
886,False,False,True,True
887,False,False,False,True
888,False,False,False,True
889,False,False,False,True
890,False,False,True,True
891,False,False,True,True
892,False,False,False,True
893,False,False,False,True
894,False,False,True,True
895,False,False,False,True
896,False,False,False,True
897,False,False,False,True
898,False,False,True,True
899,False,False,False,True
900,False,False,False,True
901,False,False,False,True
902,False,False,True,True
903,False,False,False,True
904,False,False,False,True
905,False,False,False,True
906,False,False,True,True
907,False,False,False,True
908,False,False,False,True
909,False,False,False,True
910,False,False,True,True
911,False,False,False,True
912,False,False,False,True
913,False,False,True,True
914,False,False,True,True
915,False,False,False,True
916,False,False,False,True
917,False,False,False,True
918,False,False,True,True
919,False,False,False,True
920,False,False,False,True
921,False,False,False,True
922,False,False,True,True
923,False,False,False,True
924,False,False,False,True
925,False,False,False,True
926,False,False,True,True
927,False,False,False,True
928,False,False,False,True
929,False,False,True,True
930,False,False,False,True
931,False,False,False,True
932,False,False,False,True
933,False,False,True,True
934,False,False,False,True
935,False,False,False,True
936,False,False,False,True
937,False,False,True,True
938,False,False,False,True
939,False,False,False,True
940,False,False,True,True
941,False,False,True,True
942,False,False,False,True
943,False,False,False,True
944,False,False,False,True
945,False,False,False,True
946,False,False,True,True
947,False,False,True,True
948,False,False,False,True
949,False,False,False,True
950,False,False,False,True
951,False,False,True,True
952,False,False,False,True
953,False,False,False,True
954,False,False,True,True
955,False,False,True,True
956,False,False,False,True
957,False,False,False,True
958,False,False,True,True
959,False,False,True,True
960,False,False,True,True
961,False,False,False,True
962,False,False,False,True
963,False,False,True,True
964,False,False,True,True
965,False,False,True,True
966,False,False,False,True
967,False,False,False,True
968,False,False,True,True
969,False,False,True,True
970,False,False,False,True
971,False,False,False,True
972,False,False,True,True
973,False,False,False,True
974,False,False,False,True
