ts,is_only_in_junction,prop_eval
0,False,True
1,False,True
2,False,True
3,False,True
4,False,True
5,False,True
6,False,True
7,False,True
8,True,True
9,True,True
10,True,True
11,True,True
12,True,True
13,True,True
14,True,True
15,False,True
16,False,True
17,False,True
18,False,True
19,False,True
20,False,True
21,False,True
22,False,True
23,False,True
24,False,True
25,False,True
26,False,True
27,False,True
28,False,True
29,False,True
30,False,True
31,False,True
32,False,True
33,False,True
34,False,True
35,False,True
36,False,True
37,False,True
38,False,True
39,False,True
40,False,True
41,False,True
42,False,True
43,True,True
44,True,True
45,True,True
46,True,True
47,True,True
48,True,True
49,True,True
50,True,True
51,False,True
52,False,True
53,False,True
54,False,True
55,False,True
56,False,True
57,False,True
58,False,True
59,False,True
60,False,True
61,False,True
62,False,True
63,False,True
64,False,True
65,False,True
66,False,True
67,False,True
68,False,True
69,False,True
70,False,True
71,False,True
72,False,True
73,False,True
74,False,True
75,False,True
76,False,True
77,False,True
78,False,True
79,False,True
80,False,True
81,False,True
82,False,True
83,False,True
84,False,True
85,False,True
86,False,True
87,False,True
88,False,True
89,False,True
90,False,True
91,False,True
92,False,True
93,False,True
94,False,True
95,False,True
96,False,True
97,False,True
98,False,True
99,False,True
100,False,True
101,False,True
102,False,True
103,False,True
104,False,True
105,False,True
106,False,True
107,False,True
108,False,True
109,False,True
110,False,True
111,False,True
112,False,True
113,False,True
114,False,True
115,False,True
116,False,True
117,False,True
118,False,True
119,False,True
120,False,True
121,False,True
122,False,True
123,False,True
124,False,True
125,False,True
126,False,True
127,False,True
128,False,True
129,False,True
130,False,True
131,False,True
132,False,True
133,False,True
134,False,True
135,False,True
136,False,True
137,False,True
138,False,True
139,False,True
140,False,True
141,False,True
142,False,True
143,False,True
144,False,True
145,False,True
146,False,True
147,False,True
148,False,True
149,False,True
150,False,True
151,False,True
152,False,True
153,True,True
154,True,True
155,True,True
156,False,True
157,False,True
158,False,True
159,False,True
160,False,True
161,False,True
162,False,True
163,False,True
164,False,True
165,False,True
166,False,True
167,False,True
168,False,True
169,False,True
170,False,True
171,False,True
172,False,True
173,False,True
174,False,True
175,False,True
176,False,True
177,False,True
178,False,True
179,False,True
180,False,True
181,False,True
182,False,True
183,False,True
184,False,True
185,False,True
186,False,True
187,False,True
188,False,True
189,False,True
190,False,True
191,False,True
192,False,True
193,False,True
194,False,True
195,False,True
196,False,True
197,False,True
198,False,True
199,False,True
200,False,True
201,False,True
202,False,True
203,False,True
204,False,True
205,False,True
206,False,True
207,False,True
208,False,True
209,False,True
210,False,True
211,False,True
212,False,True
213,False,True
214,False,True
215,False,True
216,False,True
217,False,True
218,False,True
219,False,True
220,False,True
221,False,True
222,False,True
223,False,True
224,False,True
225,False,True
226,False,True
227,False,True
228,False,True
229,False,True
230,False,True
231,False,True
232,False,True
233,False,True
234,False,True
235,True,True
236,True,True
237,True,True
238,False,True
239,False,True
240,False,True
241,False,True
242,False,True
243,False,True
244,False,True
245,False,True
246,False,True
247,False,True
248,False,True
249,False,True
250,False,True
251,False,True
252,False,True
253,False,True
254,False,True
255,False,True
256,False,True
257,False,True
258,False,True
259,False,True
260,False,True
261,False,True
262,False,True
263,False,True
264,False,True
265,False,True
266,False,True
267,False,True
268,False,True
269,False,True
270,False,True
271,False,True
272,False,True
273,False,True
274,False,True
275,False,True
276,False,True
277,False,True
278,False,True
279,False,True
280,False,True
281,False,True
282,False,True
283,False,True
284,False,True
285,False,True
286,False,True
287,False,True
288,False,True
289,False,True
290,False,True
291,False,True
292,False,True
293,False,True
294,False,True
295,False,True
296,False,True
297,False,True
298,False,True
299,False,True
300,False,True
301,False,True
302,False,True
303,False,True
304,False,True
305,False,True
306,False,True
307,False,True
308,False,True
309,False,True
310,False,True
311,False,True
312,False,True
313,False,True
314,False,True
315,True,True
316,True,True
317,True,True
318,True,True
319,True,True
320,True,True
321,True,True
322,True,True
323,True,True
324,True,False
325,False,False
326,False,False
327,False,False
328,False,False
329,False,False
330,False,False
331,False,False
332,False,False
333,False,False
334,False,False
335,False,False
336,False,False
337,False,False
338,False,False
339,False,False
340,False,False
341,False,False
342,False,False
343,False,False
344,False,False
345,False,False
346,False,False
347,False,False
348,False,False
349,False,False
350,False,False
351,False,False
352,False,False
353,False,False
354,False,False
355,False,False
356,False,False
357,False,False
358,False,False
359,False,False
360,False,False
361,False,False
362,False,False
363,False,False
364,False,False
365,False,False
366,False,False
367,False,False
368,False,False
369,False,False
370,False,False
371,False,False
372,False,False
373,False,False
374,False,False
375,False,False
376,False,False
377,False,False
378,False,False
379,False,False
380,False,False
381,False,False
382,False,False
383,False,False
384,False,False
385,False,False
386,False,False
387,False,False
388,False,False
389,False,False
390,False,False
391,False,False
392,False,False
393,False,False
394,False,False
395,False,False
396,False,False
397,False,False
398,False,False
399,False,False
400,False,False
401,False,False
402,False,False
403,False,False
404,False,False
405,False,False
406,False,False
407,False,False
408,False,False
409,False,False
410,False,False
411,False,False
412,False,False
413,False,False
414,False,False
415,False,False
416,False,False
417,False,False
418,False,False
419,False,False
420,False,False
421,False,False
422,False,False
423,False,False
424,False,False
425,False,False
426,False,False
427,False,False
428,False,False
429,False,False
430,False,False
431,False,False
432,False,False
433,False,False
434,True,False
435,True,False
436,True,False
437,True,False
438,True,False
439,True,False
440,True,False
441,True,False
442,False,False
443,False,False
444,False,False
445,False,False
446,False,False
447,False,False
448,False,False
449,False,False
450,False,False
451,False,False
452,False,False
453,False,False
454,False,False
455,False,False
456,False,False
457,False,False
458,False,False
459,False,False
460,False,False
461,False,False
462,False,False
463,False,False
464,False,False
465,False,False
466,False,False
467,False,False
468,False,False
469,False,False
470,False,False
471,False,False
472,False,False
473,False,False
474,False,False
475,False,False
476,False,False
477,False,False
478,False,False
479,False,False
480,False,False
481,False,False
482,False,False
483,False,False
484,False,False
485,False,False
486,False,False
487,False,False
488,False,False
489,False,False
490,False,False
491,False,False
492,False,False
493,False,False
494,True,False
495,True,False
496,True,False
497,True,False
498,True,False
499,True,False
500,True,False
501,True,False
502,True,False
503,True,False
