ts,is_in_right_most_lane,is_in_junction,is_not_steering_right,prop_eval
0,True,False,False,False
1,True,False,False,False
2,True,False,False,False
3,True,False,False,False
4,True,False,True,False
5,True,False,True,False
6,True,True,False,False
7,True,True,True,False
8,True,True,True,False
9,True,True,False,False
10,True,True,True,False
11,True,True,False,False
12,True,True,True,False
13,True,True,False,False
14,True,True,True,False
15,True,True,True,False
16,True,True,True,False
17,True,False,True,False
18,True,False,False,False
19,True,False,False,False
20,True,False,False,False
21,True,False,False,False
22,True,False,True,False
23,True,False,True,False
24,True,False,True,False
25,True,False,True,False
26,True,False,False,False
27,True,False,False,False
28,True,False,False,False
29,True,False,False,False
30,True,False,False,False
31,True,False,True,False
32,True,False,True,False
33,True,False,True,False
34,True,False,False,False
35,True,False,False,False
36,True,False,True,False
37,True,False,True,False
38,True,False,False,False
39,True,False,True,False
40,True,False,True,False
41,True,True,True,False
42,True,True,False,False
43,True,True,False,False
44,True,True,False,False
45,True,True,False,False
46,True,True,False,False
47,True,True,False,False
48,True,True,True,False
49,True,True,True,False
50,True,True,False,False
51,True,True,True,False
52,True,False,True,False
53,True,False,True,False
54,True,False,True,False
55,True,False,False,False
56,True,False,True,False
57,True,False,True,False
58,True,False,False,False
59,True,False,False,False
60,True,False,True,False
61,True,False,True,False
62,True,False,True,False
63,True,False,True,False
64,True,False,False,False
65,True,False,True,False
66,True,False,True,False
67,True,False,True,False
68,True,False,False,False
69,True,False,False,False
70,True,False,True,False
71,True,False,True,False
72,True,False,True,False
73,True,False,True,False
74,True,False,True,False
75,True,False,True,False
76,True,False,True,False
77,True,False,True,False
78,True,False,True,False
79,True,False,False,False
80,True,False,True,False
81,True,False,True,False
82,True,False,True,False
83,True,False,True,False
84,True,False,True,False
85,True,False,True,False
86,True,False,False,False
87,True,False,True,False
88,True,False,False,False
89,True,False,True,False
90,True,False,False,False
91,True,False,True,False
92,True,False,False,False
93,True,False,False,False
94,True,False,False,False
95,True,False,False,False
96,True,False,False,False
97,True,False,False,False
98,True,False,False,False
99,True,False,False,False
100,True,False,False,False
101,True,False,False,False
102,True,False,False,False
103,True,False,False,False
104,True,False,False,False
105,True,False,True,False
106,True,False,False,False
107,True,False,True,False
108,True,False,True,False
109,True,False,False,False
110,True,False,True,False
111,True,False,True,False
112,True,False,True,False
113,True,False,False,False
114,True,False,True,False
115,True,False,True,False
116,True,False,True,False
117,True,False,True,False
118,True,False,True,False
119,True,False,True,False
120,True,False,False,False
121,True,False,True,False
122,True,False,True,False
123,True,False,True,False
124,True,False,False,False
125,True,False,False,False
126,True,False,False,False
127,True,False,False,False
128,True,False,False,False
129,True,False,False,False
130,True,False,False,False
131,True,False,False,False
132,True,False,False,False
133,True,False,False,False
134,True,False,False,False
135,True,False,False,False
136,True,False,False,False
137,True,False,False,False
138,True,False,False,False
139,True,False,False,False
140,True,False,False,False
141,True,False,False,False
142,True,False,False,False
143,True,False,False,False
144,True,False,False,False
145,True,False,False,False
146,True,False,False,False
147,True,False,False,False
148,True,False,False,False
149,True,False,True,False
150,True,False,True,False
151,True,True,False,False
152,True,True,False,False
153,True,True,False,False
154,True,True,False,False
155,True,True,False,False
156,True,True,False,False
157,False,True,False,False
158,False,False,False,False
159,False,False,False,False
160,False,False,False,False
161,False,False,True,False
162,True,False,True,False
163,True,False,True,False
164,True,False,True,False
165,True,False,True,False
166,True,False,True,False
167,True,False,True,False
168,True,False,True,False
169,True,False,False,False
170,True,False,False,False
171,True,False,True,False
172,True,False,True,False
173,True,False,True,False
174,True,False,True,False
175,True,False,True,False
176,True,False,True,False
177,True,False,True,False
178,True,False,True,False
179,True,False,True,False
180,True,False,False,False
181,True,False,True,False
182,True,False,False,False
183,True,False,False,False
184,True,False,False,False
185,True,False,True,False
186,True,False,True,False
187,True,False,False,False
188,True,False,False,False
189,True,False,False,False
190,True,False,False,False
191,True,False,False,False
192,True,False,True,False
193,True,False,False,False
194,True,False,True,False
195,True,False,True,False
196,True,False,True,False
197,True,False,True,False
198,True,False,False,False
199,True,False,True,False
200,True,False,True,False
201,True,False,False,False
202,True,False,True,False
203,True,False,True,False
204,True,False,True,False
205,True,False,True,False
206,True,False,True,False
207,True,False,True,False
208,True,False,True,False
209,True,False,True,False
210,True,False,True,False
211,True,False,True,False
212,True,False,True,False
213,True,False,True,False
214,True,False,True,False
215,True,False,True,False
216,True,False,True,False
217,True,False,True,False
218,True,False,True,False
219,True,False,False,False
220,True,False,True,False
221,True,False,True,False
222,True,False,True,False
223,True,False,True,False
224,True,False,True,False
225,True,False,False,False
226,True,False,False,False
227,True,False,True,False
228,True,False,True,False
229,True,False,True,False
230,True,False,True,False
231,True,False,True,False
232,True,False,True,False
233,True,True,False,False
234,True,True,False,False
235,True,True,False,False
236,True,True,False,False
237,False,True,False,False
238,False,True,False,False
239,False,True,False,False
240,False,False,False,False
241,False,False,False,False
242,False,False,False,False
243,False,False,False,False
244,False,False,False,False
245,False,False,False,False
246,False,False,False,False
247,False,False,False,False
248,False,False,True,False
249,False,False,False,False
250,False,False,True,False
251,False,False,False,False
252,False,False,False,False
253,False,False,False,False
254,False,False,False,False
255,False,False,False,False
256,False,False,False,False
257,False,False,False,False
258,False,False,False,False
259,False,False,False,False
260,False,False,False,False
261,False,False,False,False
262,False,False,False,False
263,False,False,False,False
264,False,False,True,False
265,True,False,True,False
266,True,False,False,False
267,True,False,False,False
268,True,False,False,False
269,True,False,False,False
270,True,False,False,False
271,True,False,False,False
272,True,False,False,False
273,True,False,False,False
274,True,False,False,False
275,True,False,False,False
276,True,False,False,False
277,True,False,False,False
278,True,False,False,False
279,True,False,False,False
280,True,False,False,False
281,True,False,False,False
282,True,False,False,False
283,True,False,False,False
284,True,False,False,False
285,True,False,False,False
286,True,False,False,False
287,True,False,False,False
288,True,False,False,False
289,True,False,False,False
290,True,False,False,False
291,True,False,False,False
292,True,False,False,False
293,True,False,False,False
294,True,False,False,False
295,True,False,False,False
296,True,False,False,False
297,True,False,False,False
298,True,False,False,False
299,True,False,False,False
300,True,False,False,False
301,True,False,False,False
302,True,False,False,False
303,True,False,False,False
