ts,are_stop_signs_for_ego,is_stopped,prop_eval
0,False,True,True
1,False,True,True
2,False,True,True
3,False,True,True
4,False,True,True
5,False,True,True
6,False,True,True
7,False,True,True
8,False,True,True
9,False,True,True
10,False,True,True
11,False,True,True
12,False,True,True
13,False,True,True
14,False,False,True
15,False,False,True
16,False,False,True
17,False,False,True
18,False,False,True
19,False,False,True
20,False,False,True
21,False,False,True
22,False,False,True
23,False,False,True
24,False,False,True
25,False,False,True
26,False,False,True
27,False,False,True
28,False,False,True
29,False,False,True
30,False,False,True
31,False,False,True
32,False,False,True
33,False,False,True
34,False,False,True
35,False,False,True
36,False,False,True
37,False,False,True
38,False,False,True
39,False,False,True
40,False,False,True
41,False,False,True
42,False,False,True
43,False,False,True
44,False,False,True
45,False,False,True
46,False,False,True
47,False,False,True
48,False,False,True
49,False,False,True
50,False,False,True
51,False,False,True
52,False,False,True
53,False,False,True
54,False,False,True
55,False,False,True
56,False,False,True
57,False,False,True
58,False,False,True
59,False,False,True
60,False,False,True
61,False,False,True
62,False,False,True
63,False,False,True
64,False,False,True
65,False,False,True
66,False,False,True
67,False,False,True
68,False,False,True
69,False,False,True
70,False,False,True
71,False,False,True
72,False,False,True
73,False,False,True
74,False,False,True
75,False,False,True
76,False,False,True
77,True,False,True
78,True,False,True
79,True,False,True
80,True,False,True
81,True,False,True
82,True,False,True
83,True,False,True
84,True,False,True
85,True,False,True
86,True,False,True
87,True,False,True
88,True,False,True
89,True,False,True
90,True,False,True
91,True,False,True
92,True,False,True
93,True,False,True
94,True,False,True
95,True,False,True
96,True,False,True
97,True,False,True
98,True,False,True
99,True,False,True
100,True,False,True
101,True,False,True
102,True,False,True
103,True,False,True
104,True,False,True
105,True,False,True
106,True,False,True
107,True,False,True
108,True,False,True
109,True,False,True
110,True,False,True
111,True,False,True
112,True,False,True
113,True,False,True
114,True,False,True
115,True,False,True
116,True,False,True
117,True,False,True
118,True,False,True
119,True,False,True
120,True,False,True
121,True,False,True
122,True,False,True
123,True,False,True
124,True,False,True
125,True,False,True
126,True,False,True
127,True,False,True
128,True,False,True
129,True,False,True
130,True,False,True
131,True,False,True
132,True,False,True
133,True,False,True
134,True,False,True
135,False,False,False
136,False,False,False
137,False,False,False
138,False,False,False
139,False,False,False
140,False,False,False
141,False,False,False
142,False,False,False
143,False,False,False
144,False,False,False
145,False,False,False
146,False,False,False
147,False,False,False
148,False,False,False
149,False,False,False
150,False,False,False
151,False,False,False
152,False,False,False
153,False,False,False
154,False,False,False
155,False,False,False
156,False,False,False
157,False,False,False
158,False,False,False
159,False,False,False
160,False,False,False
161,False,False,False
162,False,False,False
163,False,False,False
164,False,False,False
165,False,False,False
166,False,False,False
167,False,False,False
168,False,False,False
169,False,False,False
170,False,False,False
171,False,False,False
172,False,False,False
173,False,False,False
174,False,False,False
175,False,False,False
176,False,False,False
177,False,True,False
178,False,True,False
179,False,True,False
180,False,True,False
181,False,True,False
182,False,True,False
183,False,True,False
184,False,True,False
185,False,True,False
186,False,True,False
187,False,True,False
188,False,True,False
189,False,True,False
190,False,True,False
191,False,True,False
192,False,True,False
193,False,True,False
194,False,True,False
195,False,True,False
196,False,True,False
197,False,True,False
198,False,True,False
199,False,True,False
200,False,True,False
201,False,True,False
202,False,True,False
203,False,True,False
204,False,True,False
205,False,True,False
206,False,True,False
207,False,True,False
208,False,True,False
209,False,True,False
210,False,True,False
211,False,True,False
212,False,True,False
213,False,True,False
214,False,True,False
215,False,True,False
216,False,True,False
217,False,True,False
218,False,True,False
219,False,True,False
220,False,True,False
221,False,True,False
222,False,True,False
223,False,True,False
224,False,True,False
225,False,True,False
226,False,True,False
227,False,True,False
228,False,True,False
229,False,True,False
230,False,True,False
231,False,True,False
232,False,True,False
233,False,True,False
234,False,True,False
235,False,True,False
236,False,True,False
237,False,True,False
238,False,True,False
239,False,True,False
240,False,True,False
241,False,True,False
242,False,True,False
243,False,True,False
244,False,True,False
245,False,True,False
246,False,True,False
247,False,True,False
248,False,True,False
249,False,True,False
250,False,True,False
251,False,True,False
252,False,True,False
253,False,True,False
254,False,True,False
255,False,True,False
256,False,True,False
257,False,True,False
258,False,True,False
259,False,True,False
260,False,True,False
261,False,True,False
262,False,True,False
263,False,True,False
264,False,True,False
265,False,True,False
266,False,True,False
267,False,True,False
268,False,True,False
269,False,True,False
270,False,True,False
271,False,False,False
272,False,False,False
273,False,False,False
274,False,False,False
275,False,False,False
276,False,False,False
277,False,False,False
278,False,False,False
279,False,False,False
280,False,False,False
281,False,False,False
282,False,False,False
283,False,True,False
284,False,True,False
285,False,True,False
286,False,True,False
287,False,True,False
288,False,True,False
289,False,True,False
290,False,True,False
291,False,True,False
292,False,True,False
293,False,True,False
294,False,True,False
295,False,True,False
296,False,True,False
297,False,True,False
298,False,True,False
299,False,True,False
300,False,True,False
301,False,True,False
302,False,True,False
303,False,True,False
304,False,True,False
305,False,True,False
306,False,True,False
307,False,True,False
308,False,True,False
309,False,True,False
310,False,True,False
311,False,True,False
312,False,True,False
313,False,True,False
314,False,True,False
315,False,True,False
316,False,True,False
317,False,True,False
318,False,True,False
319,False,True,False
320,False,True,False
321,False,True,False
322,False,True,False
323,False,True,False
324,False,True,False
325,False,True,False
326,False,True,False
327,False,True,False
328,False,True,False
329,False,True,False
330,False,True,False
331,False,True,False
332,False,True,False
333,False,True,False
334,False,True,False
335,False,True,False
336,False,True,False
337,False,True,False
338,False,True,False
339,False,True,False
340,False,True,False
341,False,True,False
342,False,True,False
343,False,True,False
344,False,True,False
345,False,True,False
346,False,True,False
347,False,True,False
348,False,True,False
349,False,True,False
350,False,True,False
351,False,True,False
352,False,True,False
353,False,True,False
354,False,True,False
355,False,True,False
356,False,True,False
357,False,True,False
358,False,True,False
359,False,True,False
360,False,True,False
361,False,True,False
362,False,True,False
363,False,True,False
364,False,True,False
365,False,True,False
366,False,True,False
367,False,True,False
368,False,True,False
369,False,True,False
370,False,True,False
371,False,False,False
372,False,False,False
373,False,False,False
374,False,False,False
375,False,False,False
376,False,False,False
377,False,False,False
378,False,False,False
379,False,False,False
380,False,False,False
381,False,False,False
382,False,False,False
383,False,False,False
384,False,True,False
385,False,True,False
386,False,True,False
387,False,True,False
388,False,True,False
389,False,True,False
390,False,True,False
391,False,True,False
392,False,True,False
393,False,True,False
394,False,True,False
395,False,True,False
396,False,True,False
397,False,True,False
398,False,True,False
399,False,True,False
400,False,True,False
401,False,True,False
402,False,True,False
403,False,True,False
404,False,True,False
405,False,True,False
406,False,False,False
407,False,False,False
408,False,False,False
409,False,False,False
410,False,False,False
411,False,False,False
412,False,False,False
413,False,False,False
414,False,False,False
415,False,False,False
416,False,False,False
417,False,False,False
418,False,False,False
419,False,True,False
420,False,True,False
421,False,True,False
422,False,True,False
423,False,False,False
424,False,False,False
425,False,False,False
426,False,False,False
427,False,False,False
428,False,False,False
