ts,is_in_right_most_lane,is_in_junction,is_not_steering_right,prop_eval
0,False,False,False,True
1,False,False,False,True
2,False,False,False,True
3,False,False,True,True
4,False,False,False,True
5,False,False,True,True
6,False,False,True,True
7,False,False,False,True
8,False,False,False,True
9,False,False,False,True
10,False,False,False,True
11,False,False,True,True
12,False,False,True,True
13,False,False,True,True
14,False,False,False,True
15,False,False,False,True
16,False,False,True,True
17,False,False,True,True
18,False,False,True,True
19,False,False,True,True
20,False,False,True,True
21,False,False,True,True
22,False,False,True,True
23,False,False,True,True
24,False,False,False,True
25,False,False,False,True
26,False,False,False,True
27,False,False,False,True
28,False,False,False,True
29,False,False,False,True
30,False,False,False,True
31,False,False,False,True
32,False,True,True,True
33,False,True,True,True
34,True,True,True,True
35,True,True,True,True
36,False,True,True,True
37,False,True,True,True
38,False,True,True,True
39,False,True,True,True
40,False,True,True,True
41,False,True,True,True
42,False,True,False,True
43,False,True,False,True
44,False,False,False,True
45,False,False,False,True
46,False,False,False,True
47,False,False,False,True
48,False,False,False,True
49,False,False,False,True
50,False,False,False,True
51,False,False,False,True
52,False,False,True,True
53,False,False,False,True
54,False,False,True,True
55,False,False,True,True
56,False,False,True,True
57,False,False,True,True
58,False,False,True,True
59,False,False,True,True
60,False,False,True,True
61,False,False,True,True
62,False,False,True,True
63,False,False,True,True
64,True,False,True,True
65,True,False,True,True
66,True,False,True,True
67,True,False,True,True
68,True,False,True,True
69,True,False,True,True
70,True,False,True,True
71,True,False,True,True
72,True,False,False,False
73,True,False,False,False
74,True,False,False,False
75,True,False,False,False
76,True,False,False,False
77,True,False,False,False
78,True,False,False,False
79,True,False,False,False
80,True,False,False,False
81,True,False,False,False
82,True,False,False,False
83,True,False,False,False
84,True,False,False,False
85,True,False,False,False
86,True,False,False,False
87,True,False,False,False
88,True,False,False,False
89,True,False,False,False
90,True,False,False,False
91,True,False,False,False
92,True,False,False,False
93,True,False,False,False
94,True,False,False,False
95,True,False,False,False
96,True,False,False,False
97,True,False,False,False
98,True,False,False,False
99,True,False,False,False
100,True,False,False,False
101,True,False,False,False
102,True,False,False,False
103,True,False,False,False
104,True,False,False,False
105,True,False,False,False
106,True,False,False,False
107,True,False,False,False
108,True,False,False,False
109,True,False,False,False
110,True,False,False,False
111,True,False,False,False
112,True,False,False,False
113,True,False,False,False
114,True,False,False,False
115,True,False,False,False
116,True,False,False,False
117,True,False,False,False
118,True,False,False,False
119,True,False,False,False
120,True,False,False,False
121,True,False,False,False
122,True,False,False,False
123,True,False,False,False
124,True,False,False,False
125,True,False,False,False
126,True,False,False,False
127,True,False,False,False
128,True,False,False,False
129,True,False,False,False
130,True,False,False,False
131,True,False,False,False
132,True,False,False,False
133,True,False,False,False
134,True,False,False,False
135,True,False,False,False
136,True,False,False,False
137,True,False,False,False
138,True,False,False,False
139,True,False,False,False
140,True,False,False,False
141,True,False,False,False
142,True,False,False,False
143,True,False,False,False
144,True,False,True,False
145,True,False,True,False
146,True,False,True,False
147,True,False,True,False
148,True,False,True,False
149,True,False,True,False
150,True,False,True,False
151,True,False,True,False
152,True,False,True,False
153,True,False,True,False
154,True,False,True,False
155,True,False,True,False
156,True,False,True,False
157,True,False,False,False
158,True,False,True,False
159,True,False,True,False
160,True,False,True,False
161,True,False,True,False
162,False,False,True,False
163,False,False,True,False
