ts,are_stop_signs_for_ego,is_stopped,prop_eval
0,False,True,True
1,False,False,True
2,False,False,True
3,False,False,True
4,False,False,True
5,False,False,True
6,False,False,True
7,False,False,True
8,False,False,True
9,False,False,True
10,False,False,True
11,False,False,True
12,False,False,True
13,False,False,True
14,False,False,True
15,False,False,True
16,False,False,True
17,False,False,True
18,False,False,True
19,False,False,True
20,False,False,True
21,False,False,True
22,False,False,True
23,False,False,True
24,False,True,True
25,False,True,True
26,False,True,True
27,False,True,True
28,False,True,True
29,False,False,True
30,False,False,True
31,False,False,True
32,False,False,True
33,False,False,True
34,False,False,True
35,False,False,True
36,False,False,True
37,False,False,True
38,False,False,True
39,False,False,True
40,False,False,True
41,False,False,True
42,False,False,True
43,False,False,True
44,False,False,True
45,False,False,True
46,False,False,True
47,False,False,True
48,False,False,True
49,False,False,True
50,False,False,True
51,False,False,True
52,False,False,True
53,False,False,True
54,False,False,True
55,False,False,True
56,False,False,True
57,False,False,True
58,False,False,True
59,False,False,True
60,False,False,True
61,False,False,True
62,False,False,True
63,False,False,True
64,False,False,True
65,False,False,True
66,False,False,True
67,False,False,True
68,False,False,True
69,False,False,True
70,False,False,True
71,False,False,True
72,False,False,True
73,False,True,True
74,False,True,True
75,False,True,True
76,False,True,True
77,False,True,True
78,False,True,True
79,False,True,True
80,False,True,True
81,False,True,True
82,False,True,True
83,False,True,True
84,False,True,True
85,False,True,True
86,False,True,True
87,False,True,True
88,False,True,True
89,False,True,True
90,False,True,True
91,False,True,True
92,False,True,True
93,False,True,True
94,False,True,True
95,False,True,True
96,False,True,True
97,False,True,True
98,False,True,True
99,False,True,True
100,False,True,True
101,False,True,True
102,False,True,True
103,False,True,True
104,False,True,True
105,False,True,True
106,False,True,True
107,False,True,True
108,False,True,True
109,False,True,True
110,False,True,True
111,False,True,True
112,False,True,True
113,False,True,True
114,False,True,True
115,False,True,True
116,False,True,True
117,False,True,True
118,False,True,True
119,False,True,True
120,False,True,True
121,False,True,True
122,False,True,True
123,False,True,True
124,False,True,True
125,False,True,True
126,False,True,True
127,False,True,True
128,False,True,True
129,False,True,True
130,False,True,True
131,False,True,True
132,False,True,True
133,False,True,True
134,False,True,True
135,False,True,True
136,False,True,True
137,False,True,True
138,False,True,True
139,False,True,True
140,False,True,True
141,False,True,True
142,False,False,True
143,False,False,True
144,False,False,True
145,False,False,True
146,False,False,True
147,False,False,True
148,False,False,True
149,False,False,True
150,False,False,True
151,False,False,True
152,False,False,True
153,False,False,True
154,False,False,True
155,False,False,True
156,False,False,True
157,False,False,True
158,False,False,True
159,False,False,True
160,False,False,True
161,False,False,True
162,False,False,True
163,False,False,True
164,False,False,True
165,False,False,True
166,False,False,True
167,False,False,True
168,False,True,True
169,False,True,True
170,False,True,True
171,False,True,True
172,False,True,True
