ts,are_stop_signs_for_ego,is_stopped,prop_eval
0,False,True,True
1,False,False,True
2,False,False,True
3,False,False,True
4,False,False,True
5,False,False,True
6,False,False,True
7,False,False,True
8,False,False,True
9,False,False,True
10,False,False,True
11,False,False,True
12,True,False,True
13,True,False,True
14,False,False,False
15,False,False,False
16,False,False,False
17,False,False,False
18,False,False,False
19,False,False,False
20,False,True,False
21,False,False,False
22,False,False,False
23,False,False,False
24,False,False,False
25,False,False,False
26,False,False,False
27,False,False,False
28,False,False,False
29,False,False,False
30,False,False,False
31,False,False,False
32,False,False,False
33,False,False,False
34,False,False,False
35,False,False,False
36,False,False,False
37,False,False,False
38,False,False,False
39,False,False,False
40,False,False,False
41,False,False,False
42,False,False,False
43,False,False,False
44,False,False,False
45,False,False,False
46,False,False,False
47,False,False,False
48,False,False,False
49,False,False,False
50,False,False,False
51,False,False,False
52,False,False,False
53,False,False,False
54,False,False,False
55,False,False,False
56,False,False,False
57,False,False,False
58,False,False,False
59,False,False,False
60,False,False,False
61,False,False,False
62,False,False,False
63,False,False,False
64,False,False,False
65,False,False,False
66,False,False,False
67,False,False,False
68,False,False,False
69,False,False,False
70,False,False,False
71,False,False,False
72,False,False,False
73,False,False,False
74,False,False,False
75,False,False,False
76,False,False,False
77,False,False,False
78,False,False,False
79,False,False,False
80,False,True,False
81,False,True,False
82,False,True,False
83,False,True,False
84,False,True,False
85,False,False,False
86,False,False,False
87,False,False,False
88,False,False,False
89,False,False,False
90,False,False,False
91,False,False,False
92,False,False,False
93,False,False,False
94,False,False,False
95,True,False,False
96,True,False,False
97,True,False,False
98,True,False,False
99,True,False,False
100,True,False,False
101,True,False,False
102,True,False,False
103,True,False,False
104,True,False,False
105,True,False,False
106,True,False,False
107,True,False,False
108,True,False,False
109,True,False,False
110,True,False,False
111,True,False,False
112,True,False,False
113,True,False,False
114,True,False,False
115,True,False,False
116,True,False,False
117,True,False,False
118,True,False,False
119,True,False,False
120,True,False,False
121,True,False,False
122,True,False,False
123,True,False,False
124,True,False,False
125,True,False,False
126,True,False,False
127,True,False,False
128,True,False,False
129,True,False,False
130,True,False,False
131,True,False,False
132,True,False,False
133,True,False,False
134,True,False,False
135,True,False,False
136,True,False,False
137,True,False,False
138,True,False,False
139,True,False,False
140,True,False,False
141,True,False,False
142,True,False,False
143,True,False,False
144,True,False,False
145,False,False,False
146,False,False,False
147,False,False,False
148,False,False,False
149,False,False,False
150,False,False,False
151,False,False,False
152,False,False,False
153,False,False,False
154,False,False,False
155,False,False,False
156,False,False,False
157,False,False,False
158,False,False,False
159,False,False,False
160,False,False,False
161,False,False,False
162,False,False,False
163,False,False,False
164,False,False,False
165,False,False,False
166,False,False,False
167,False,False,False
168,False,False,False
169,False,False,False
170,False,False,False
171,False,False,False
172,False,False,False
