ts,are_entities_super_near,are_entities_near_coll,is_throttle_not_positive,prop_eval
0,False,False,True,True
1,False,False,True,True
2,False,False,True,True
3,False,False,True,True
4,False,False,True,True
5,False,False,True,True
6,False,False,True,True
7,False,False,True,True
8,False,False,True,True
9,False,False,True,True
10,False,False,True,True
11,False,False,True,True
12,False,False,True,True
13,False,False,True,True
14,False,False,True,True
15,False,False,True,True
16,False,False,True,True
17,False,False,True,True
18,False,False,True,True
19,False,False,True,True
20,False,False,False,True
21,False,False,False,True
22,False,False,False,True
23,False,False,False,True
24,False,False,False,True
25,False,False,False,True
26,False,False,False,True
27,False,False,False,True
28,False,False,False,True
29,False,False,False,True
30,False,False,False,True
31,True,False,False,True
32,True,False,False,True
33,True,False,False,True
34,False,False,False,True
35,False,False,False,True
36,False,False,False,True
37,False,False,False,True
38,False,False,True,True
39,False,False,True,True
40,False,False,True,True
41,False,False,True,True
42,False,False,False,True
43,False,False,True,True
44,False,False,False,True
45,False,False,False,True
46,False,False,True,True
47,False,False,False,True
48,False,False,False,True
49,False,False,True,True
50,False,False,False,True
51,False,False,False,True
52,False,False,True,True
53,False,False,False,True
54,False,False,False,True
55,False,False,True,True
56,False,False,False,True
57,False,False,True,True
58,False,False,True,True
59,False,False,True,True
60,False,False,True,True
61,False,False,False,True
62,False,False,True,True
63,False,False,False,True
64,False,False,True,True
65,False,False,False,True
66,False,False,True,True
67,False,False,False,True
68,False,False,True,True
69,False,False,False,True
70,False,False,True,True
71,False,False,False,True
72,False,False,True,True
73,False,False,False,True
74,False,False,True,True
75,False,False,False,True
76,False,False,True,True
77,False,False,False,True
78,False,False,True,True
79,False,False,False,True
80,False,False,True,True
81,False,False,False,True
82,False,False,True,True
83,False,False,False,True
84,False,False,True,True
85,False,False,True,True
86,False,False,False,True
87,False,False,True,True
88,False,False,True,True
89,False,False,True,True
90,False,False,True,True
91,False,False,True,True
92,False,False,True,True
93,False,False,True,True
94,False,False,True,True
95,False,False,True,True
96,False,False,True,True
97,False,False,True,True
98,False,False,True,True
99,False,False,True,True
100,False,False,True,True
101,False,False,True,True
102,False,False,True,True
103,False,False,True,True
104,False,False,True,True
105,False,False,True,True
106,False,False,True,True
107,False,False,True,True
108,False,False,True,True
109,False,False,True,True
110,False,False,True,True
111,False,False,True,True
112,False,False,True,True
113,False,False,True,True
114,False,False,True,True
115,False,False,True,True
116,False,False,True,True
117,False,False,True,True
118,False,False,True,True
119,False,False,True,True
120,False,False,True,True
121,False,False,True,True
122,False,False,True,True
123,False,False,True,True
124,False,False,True,True
125,False,False,True,True
126,False,False,True,True
127,False,False,True,True
128,False,False,True,True
129,False,False,True,True
130,False,False,True,True
131,False,False,True,True
132,False,False,True,True
133,False,False,True,True
134,False,False,True,True
135,False,False,True,True
136,False,False,True,True
137,False,False,True,True
138,False,False,True,True
139,False,False,True,True
140,False,False,False,True
141,False,False,False,True
142,False,False,True,True
143,False,False,False,True
144,False,False,False,True
145,False,False,False,True
146,False,False,False,True
147,False,False,False,True
148,False,False,False,True
149,False,False,False,True
150,False,False,False,True
151,False,False,False,True
152,False,False,False,True
153,False,False,False,True
154,False,False,False,True
155,False,False,True,True
156,False,False,True,True
157,False,False,False,True
158,False,False,True,True
159,False,False,False,True
160,False,False,True,True
161,False,False,True,True
162,False,False,True,True
163,False,False,True,True
164,False,False,True,True
165,False,False,True,True
166,False,False,True,True
167,False,False,True,True
168,False,False,False,True
169,False,False,False,True
170,False,False,False,True
171,False,False,True,True
172,False,False,False,True
173,False,False,True,True
174,False,False,False,True
175,False,False,True,True
176,False,False,True,True
177,False,False,True,True
178,False,False,True,True
179,False,False,False,True
180,False,False,True,True
181,False,False,False,True
182,False,False,True,True
183,False,False,False,True
184,False,False,True,True
185,False,False,False,True
186,False,False,True,True
187,False,False,True,True
188,False,False,False,True
189,False,False,True,True
190,False,False,False,True
191,False,False,True,True
192,False,False,False,True
193,False,False,False,True
194,False,False,True,True
195,False,False,True,True
196,False,False,False,True
197,False,False,True,True
198,False,False,True,True
199,False,False,True,True
200,False,False,True,True
201,False,False,True,True
202,False,False,True,True
203,False,False,True,True
204,False,False,True,True
205,False,False,True,True
206,False,False,True,True
207,False,False,True,True
208,False,False,True,True
209,False,False,True,True
210,False,False,True,True
211,False,False,True,True
212,False,False,False,True
213,False,False,False,True
214,False,False,False,True
215,False,False,False,True
216,False,False,False,True
217,False,False,True,True
218,False,False,True,True
219,False,False,False,True
220,False,False,True,True
221,False,False,False,True
222,False,False,False,True
223,False,False,True,True
224,False,False,False,True
225,False,False,True,True
226,False,False,True,True
227,False,False,False,True
228,False,False,True,True
229,False,False,False,True
230,False,False,True,True
231,False,False,True,True
232,False,False,True,True
233,False,False,True,True
234,False,False,True,True
235,False,False,True,True
236,False,False,True,True
237,False,False,True,True
238,False,False,True,True
239,False,False,True,True
240,False,False,True,True
241,False,False,True,True
242,False,False,True,True
243,False,False,True,True
244,False,False,True,True
245,False,False,True,True
246,False,False,True,True
247,False,False,False,True
248,False,False,False,True
249,False,False,True,True
250,False,False,False,True
251,False,False,True,True
252,False,False,True,True
