ts,is_in_right_most_lane,is_in_junction,is_not_steering_right,prop_eval
0,True,True,False,True
1,True,True,True,True
2,True,True,True,True
3,True,True,True,True
4,True,True,False,True
5,True,True,False,True
6,True,True,True,True
7,True,True,True,True
8,True,True,True,True
9,True,True,True,True
10,True,True,True,True
11,True,True,False,True
12,True,True,True,True
13,True,True,True,True
14,True,True,True,True
15,True,True,True,True
16,True,True,False,True
17,True,True,False,True
18,True,True,False,True
19,True,True,False,True
20,True,True,True,True
21,True,False,True,True
22,True,False,True,True
23,True,False,True,True
24,True,False,True,True
25,True,False,True,True
26,True,False,True,True
27,True,False,False,False
28,True,False,True,False
29,True,False,False,False
30,True,False,False,False
31,True,False,False,False
32,True,False,False,False
33,True,False,False,False
34,True,False,False,False
35,True,False,False,False
36,True,False,False,False
37,True,False,False,False
38,True,False,False,False
39,True,False,False,False
40,True,False,False,False
41,True,False,True,False
42,True,False,False,False
43,True,False,True,False
44,True,False,True,False
45,True,False,True,False
46,True,False,False,False
47,True,False,False,False
48,True,False,False,False
49,True,False,False,False
50,True,False,False,False
51,True,False,False,False
52,True,False,False,False
53,True,False,False,False
54,True,False,False,False
55,True,False,False,False
56,True,False,False,False
57,True,False,False,False
58,True,False,False,False
59,True,False,False,False
60,True,False,False,False
61,True,False,False,False
62,True,False,False,False
63,True,False,False,False
64,True,False,False,False
65,True,False,False,False
66,True,False,False,False
67,True,False,False,False
68,True,False,False,False
69,True,False,False,False
70,True,False,False,False
71,True,False,False,False
72,True,False,False,False
73,True,False,False,False
74,True,False,False,False
75,True,False,False,False
76,True,False,False,False
77,True,False,False,False
78,True,False,False,False
79,True,False,False,False
80,True,False,False,False
81,True,False,False,False
82,True,False,False,False
83,True,False,True,False
84,True,False,False,False
85,True,False,True,False
86,True,False,True,False
87,True,False,True,False
88,True,False,True,False
89,True,False,True,False
90,True,False,True,False
91,True,False,True,False
92,True,False,True,False
93,True,False,False,False
94,True,False,False,False
95,True,False,False,False
96,True,False,False,False
97,True,False,False,False
98,True,False,False,False
99,True,True,False,False
100,True,True,False,False
101,True,True,False,False
102,True,True,False,False
103,True,True,False,False
104,True,True,False,False
105,True,True,False,False
106,True,False,False,False
107,True,False,False,False
108,True,False,False,False
109,True,False,False,False
110,True,False,True,False
111,True,False,True,False
112,True,False,True,False
113,True,False,True,False
114,True,False,True,False
115,True,False,False,False
116,True,False,True,False
117,True,False,False,False
118,True,False,True,False
119,True,False,True,False
120,True,False,True,False
121,True,False,True,False
122,True,False,True,False
123,True,False,True,False
124,True,False,True,False
125,True,False,True,False
126,True,False,True,False
127,True,False,True,False
128,True,False,True,False
129,True,False,True,False
130,True,False,False,False
131,True,False,False,False
132,True,False,False,False
133,True,False,False,False
134,True,False,False,False
135,True,False,True,False
136,True,False,True,False
137,True,False,True,False
138,True,False,True,False
139,True,False,False,False
140,True,False,False,False
141,True,False,False,False
142,True,False,False,False
143,True,False,False,False
144,True,False,False,False
145,True,False,False,False
146,True,False,False,False
147,True,False,False,False
148,True,False,False,False
149,True,False,False,False
150,True,False,False,False
151,True,False,False,False
152,True,False,False,False
153,True,False,False,False
154,True,False,False,False
155,True,False,False,False
156,True,False,False,False
157,True,False,False,False
158,True,False,False,False
159,True,False,False,False
160,True,False,False,False
161,True,False,False,False
162,True,False,False,False
163,True,False,False,False
164,True,False,False,False
165,True,False,False,False
166,True,False,False,False
167,True,False,False,False
168,True,False,False,False
169,True,False,False,False
170,True,False,False,False
171,True,False,False,False
172,True,False,False,False
173,True,False,False,False
174,True,False,False,False
175,True,False,False,False
176,True,False,False,False
177,True,False,True,False
178,True,False,True,False
179,True,False,True,False
180,True,True,False,False
181,True,True,False,False
182,True,True,False,False
183,True,True,True,False
184,True,True,True,False
185,True,True,True,False
186,False,True,True,False
187,False,True,False,False
188,False,True,False,False
189,False,True,False,False
190,True,True,False,False
191,True,True,False,False
192,True,True,False,False
193,True,True,False,False
194,True,True,True,False
195,True,True,True,False
196,True,False,True,False
197,True,False,True,False
198,True,False,True,False
199,True,False,True,False
200,True,False,True,False
201,True,False,True,False
202,True,False,False,False
203,True,False,False,False
204,True,False,False,False
205,True,False,False,False
206,True,False,False,False
207,True,False,True,False
208,True,False,True,False
209,True,False,True,False
210,True,False,False,False
211,True,False,False,False
212,True,False,False,False
213,True,False,True,False
214,True,False,True,False
215,True,False,True,False
216,True,False,True,False
217,True,False,False,False
218,True,False,False,False
219,True,False,True,False
220,True,False,False,False
221,True,False,True,False
222,True,False,False,False
223,True,False,True,False
224,True,False,True,False
225,True,False,True,False
226,True,False,True,False
227,True,False,True,False
228,True,False,True,False
229,True,False,True,False
230,True,False,True,False
231,True,False,True,False
232,True,False,True,False
233,True,False,True,False
234,True,False,True,False
235,True,False,True,False
236,True,False,True,False
237,True,False,True,False
238,True,False,True,False
239,True,False,False,False
240,True,False,False,False
241,True,False,False,False
242,True,False,False,False
243,True,False,False,False
244,True,False,False,False
245,True,False,False,False
246,True,False,True,False
247,True,False,True,False
248,True,False,True,False
249,True,False,True,False
250,True,False,True,False
251,True,False,False,False
252,True,False,True,False
253,True,False,True,False
254,True,False,True,False
255,True,False,True,False
256,True,False,True,False
257,True,False,True,False
258,True,False,True,False
259,True,False,False,False
260,True,False,False,False
261,True,False,False,False
262,True,False,True,False
263,True,False,True,False
264,True,False,True,False
265,True,False,True,False
266,True,False,True,False
267,True,False,True,False
268,True,False,True,False
269,True,False,True,False
270,True,False,True,False
271,True,False,True,False
272,True,False,True,False
273,True,False,True,False
274,True,False,True,False
275,True,False,True,False
276,True,False,True,False
277,True,False,True,False
278,True,False,True,False
279,True,False,True,False
280,True,False,True,False
281,True,False,True,False
282,True,False,True,False
283,True,False,True,False
284,True,False,True,False
285,True,False,True,False
286,True,False,True,False
287,True,False,True,False
288,True,False,True,False
289,True,False,True,False
290,True,False,True,False
291,True,False,True,False
292,True,False,True,False
293,True,False,True,False
294,True,False,True,False
295,True,False,True,False
296,True,False,False,False
297,True,False,False,False
298,True,False,False,False
299,True,False,False,False
300,True,False,False,False
301,True,False,False,False
302,True,True,False,False
303,True,True,False,False
304,True,True,False,False
305,True,True,False,False
306,True,True,False,False
307,True,True,False,False
308,True,True,False,False
309,True,True,False,False
310,True,True,False,False
311,True,True,False,False
312,True,True,False,False
313,True,True,False,False
314,True,True,False,False
315,True,True,False,False
316,True,True,False,False
317,True,True,False,False
318,True,True,False,False
319,True,True,False,False
320,True,True,False,False
321,True,True,False,False
322,True,True,False,False
323,True,True,False,False
324,True,True,False,False
325,True,True,False,False
326,True,True,False,False
327,True,True,False,False
328,True,True,False,False
329,True,False,False,False
330,True,False,False,False
331,True,False,False,False
332,True,False,False,False
333,True,False,False,False
334,True,False,True,False
335,True,False,True,False
336,True,False,True,False
337,True,False,True,False
338,True,False,False,False
339,True,False,False,False
340,True,False,False,False
341,True,True,False,False
342,True,True,False,False
343,True,True,False,False
344,True,True,False,False
345,True,True,False,False
346,True,True,False,False
347,True,True,False,False
348,True,True,False,False
349,True,True,False,False
350,True,True,False,False
351,True,True,False,False
352,True,True,False,False
353,True,True,False,False
354,True,True,False,False
355,True,True,False,False
356,True,True,False,False
357,True,True,False,False
358,True,True,False,False
359,True,True,False,False
360,True,True,False,False
361,True,True,False,False
362,True,True,False,False
363,True,True,False,False
364,True,True,False,False
365,True,True,False,False
366,True,True,False,False
367,True,True,False,False
368,True,True,False,False
369,True,True,False,False
370,True,True,False,False
371,True,True,False,False
372,True,True,False,False
373,True,True,False,False
374,True,True,False,False
375,True,True,False,False
376,True,True,False,False
377,True,True,False,False
378,True,True,False,False
379,True,True,False,False
380,True,True,False,False
381,True,True,False,False
382,True,True,False,False
383,True,True,False,False
384,True,True,False,False
385,True,True,False,False
386,True,True,False,False
387,True,True,False,False
388,True,True,False,False
389,True,True,False,False
390,True,True,False,False
391,True,True,False,False
392,True,True,False,False
393,True,True,False,False
394,True,True,False,False
395,True,True,False,False
396,True,True,False,False
397,True,True,False,False
398,True,True,False,False
399,True,True,False,False
400,True,True,False,False
401,True,True,False,False
402,True,True,False,False
403,True,True,False,False
404,True,True,False,False
405,True,True,False,False
406,True,True,False,False
407,True,True,False,False
408,True,True,False,False
409,True,True,False,False
410,True,True,False,False
411,True,True,False,False
412,True,True,False,False
413,True,True,False,False
414,True,True,False,False
415,True,True,False,False
416,True,True,False,False
417,True,True,False,False
418,True,True,False,False
419,True,True,False,False
420,True,False,False,False
421,True,False,False,False
422,True,False,True,False
423,True,False,True,False
424,True,False,True,False
425,True,False,True,False
426,True,False,False,False
427,True,False,False,False
428,True,False,False,False
429,True,False,False,False
430,True,False,False,False
431,True,False,False,False
432,True,False,False,False
433,True,False,False,False
434,True,False,False,False
435,True,False,False,False
436,True,False,False,False
437,True,False,False,False
438,True,False,False,False
439,True,False,False,False
440,True,False,False,False
441,True,False,False,False
442,True,False,False,False
443,True,False,False,False
444,True,False,False,False
445,True,False,False,False
446,True,False,False,False
447,True,False,False,False
448,True,False,False,False
449,True,False,False,False
450,True,False,False,False
451,True,False,False,False
452,True,False,False,False
453,True,False,False,False
454,True,False,False,False
455,True,False,False,False
456,True,False,False,False
457,True,False,False,False
458,True,False,False,False
459,True,False,False,False
460,True,False,False,False
461,True,False,False,False
462,True,False,False,False
463,True,False,False,False
464,True,False,False,False
465,True,False,False,False
466,True,False,False,False
467,True,False,False,False
468,True,False,False,False
469,True,False,False,False
470,True,False,False,False
471,True,False,False,False
472,True,False,False,False
473,True,False,False,False
474,True,False,False,False
475,True,False,False,False
476,True,False,False,False
477,True,False,False,False
478,True,False,False,False
479,True,False,False,False
480,True,False,False,False
481,True,False,False,False
482,True,False,False,False
483,True,False,False,False
484,True,False,False,False
485,True,False,False,False
486,True,False,False,False
487,True,False,False,False
488,True,False,False,False
489,True,False,False,False
490,True,False,False,False
491,True,False,False,False
492,True,False,False,False
493,True,False,False,False
494,True,False,False,False
495,True,False,False,False
496,True,False,False,False
497,True,False,False,False
498,True,False,False,False
499,True,False,False,False
500,True,False,False,False
501,True,False,False,False
502,True,False,False,False
503,True,False,False,False
504,True,False,False,False
505,True,False,False,False
506,True,False,False,False
507,True,False,False,False
508,True,False,False,False
509,True,False,False,False
510,True,False,False,False
511,True,False,False,False
512,True,False,False,False
513,True,False,False,False
514,True,False,False,False
515,True,False,False,False
516,True,False,False,False
517,True,False,False,False
518,True,False,False,False
519,True,False,False,False
520,True,False,False,False
521,True,False,False,False
522,True,False,False,False
523,True,False,False,False
524,True,False,False,False
525,True,False,False,False
526,True,False,False,False
527,True,False,False,False
528,True,False,False,False
529,True,False,False,False
530,True,False,False,False
531,True,False,False,False
532,True,False,False,False
533,True,False,False,False
534,True,False,False,False
535,True,False,False,False
536,True,False,False,False
537,True,False,False,False
538,True,False,False,False
539,True,False,False,False
540,True,False,False,False
541,True,False,False,False
542,True,False,False,False
543,True,False,False,False
544,True,False,False,False
545,True,False,False,False
546,True,False,False,False
547,True,False,False,False
548,True,False,False,False
549,True,False,False,False
550,True,False,False,False
551,True,False,False,False
552,True,False,False,False
553,True,False,False,False
554,True,False,False,False
555,True,False,False,False
556,True,False,False,False
557,True,False,False,False
558,True,False,False,False
559,True,False,False,False
560,True,False,False,False
561,True,False,False,False
562,True,False,False,False
563,True,False,False,False
564,True,True,False,False
565,True,True,False,False
566,True,True,False,False
567,True,True,False,False
568,True,True,False,False
569,True,True,False,False
570,True,True,False,False
571,True,True,True,False
572,True,True,True,False
573,False,True,True,False
574,False,True,True,False
575,False,True,True,False
576,False,True,False,False
577,False,True,False,False
578,False,True,False,False
579,True,True,False,False
580,True,True,True,False
581,True,True,True,False
582,True,True,True,False
583,True,True,True,False
584,True,True,True,False
585,True,True,False,False
586,True,False,True,False
587,True,False,False,False
588,True,False,False,False
589,True,False,False,False
590,True,False,False,False
591,True,False,False,False
592,True,False,False,False
593,True,False,False,False
594,True,False,True,False
595,True,False,False,False
596,True,False,True,False
597,True,False,True,False
598,True,False,True,False
599,True,False,True,False
600,True,False,True,False
601,True,False,True,False
602,True,False,False,False
603,True,False,False,False
604,True,False,False,False
605,True,False,False,False
606,True,False,True,False
607,True,False,True,False
608,True,False,True,False
609,True,False,True,False
610,True,False,False,False
611,True,False,True,False
612,True,False,True,False
613,True,False,False,False
614,True,False,False,False
615,True,False,False,False
616,True,False,False,False
617,True,False,False,False
