ts,are_entities_within_7m,are_red_traffic_lights_for_ego,are_stop_signs_for_ego,is_stopped,prop_eval
0,False,True,False,True,True
1,False,True,False,False,True
2,False,True,False,False,True
3,False,True,False,False,True
4,False,True,False,False,True
5,False,True,False,False,True
6,False,True,False,False,True
7,False,True,False,False,True
8,False,True,False,False,True
9,False,True,False,False,True
10,False,True,False,False,True
11,False,True,False,False,True
12,False,True,False,False,True
13,False,True,False,False,True
14,False,True,False,False,True
15,False,True,False,False,True
16,False,True,False,False,True
17,False,True,False,False,True
18,False,True,False,False,True
19,False,True,False,False,True
20,False,False,False,False,True
21,False,False,False,False,True
22,False,False,False,False,True
23,False,False,False,False,True
24,False,False,False,False,True
25,False,False,False,False,True
26,False,False,False,False,True
27,False,False,False,False,True
28,False,False,False,False,True
29,False,False,False,False,True
30,False,False,False,False,True
31,False,False,False,False,True
32,False,False,False,False,True
33,False,False,False,False,True
34,False,False,False,False,True
35,False,False,False,False,True
36,False,False,False,False,True
37,False,False,False,False,True
38,False,False,False,False,True
39,False,False,False,False,True
40,False,False,False,False,True
41,False,False,False,False,True
42,False,False,False,False,True
43,False,False,False,False,True
44,False,False,False,False,True
45,False,False,False,False,True
46,False,False,False,False,True
47,False,False,False,False,True
48,False,False,False,False,True
49,False,True,False,False,True
50,False,True,False,False,True
51,False,True,False,False,True
52,False,True,False,False,True
53,False,True,False,False,True
54,False,True,False,False,True
55,False,True,False,False,True
56,False,True,False,False,True
57,False,True,False,False,True
58,False,True,False,False,True
59,False,True,False,False,True
60,False,True,False,False,True
61,False,True,False,False,True
62,False,True,False,False,True
63,False,True,False,False,True
64,False,True,False,False,True
65,False,True,False,False,True
66,False,True,False,False,True
67,False,True,False,False,True
68,False,True,False,False,True
69,False,True,False,False,True
70,False,True,False,False,True
71,False,True,False,False,True
72,False,True,False,False,True
73,False,True,False,False,True
74,False,True,False,False,True
75,False,True,False,False,True
76,False,True,False,False,True
77,False,True,False,False,True
78,False,True,False,False,True
79,False,True,False,False,True
80,False,True,False,False,True
81,False,True,False,False,True
82,False,True,False,False,True
83,False,True,False,False,True
84,False,True,False,False,True
85,False,True,False,False,True
86,False,True,False,False,True
87,False,True,False,False,True
88,False,True,False,False,True
89,False,True,False,False,True
90,False,True,False,False,True
91,False,True,False,False,True
92,False,True,False,False,True
93,False,True,False,False,True
94,False,True,False,False,True
95,False,True,False,False,True
96,False,True,False,False,True
97,False,True,False,False,True
98,False,True,False,False,True
99,False,True,False,False,True
100,False,True,False,False,True
101,False,True,False,False,True
102,False,True,False,False,True
103,False,True,False,False,True
104,False,True,False,False,True
105,False,True,False,False,True
106,False,True,False,False,True
107,False,True,False,False,True
108,False,True,False,False,True
109,False,True,False,False,True
110,False,True,False,False,True
111,False,True,False,False,True
112,False,True,False,False,True
113,False,True,False,False,True
114,False,True,False,False,True
115,False,True,False,False,True
116,False,True,False,False,True
117,False,True,False,False,True
118,False,True,False,False,True
119,False,True,False,False,True
120,False,True,False,False,True
121,False,True,False,False,True
122,False,True,False,False,True
123,False,True,False,False,True
124,False,True,False,False,True
125,False,True,False,False,True
126,False,True,False,False,True
127,False,True,False,False,True
128,False,True,False,False,True
129,False,True,False,False,True
130,False,True,False,False,True
131,False,True,False,False,True
132,False,True,False,False,True
133,False,True,False,False,True
134,False,True,False,False,True
135,False,True,False,False,True
136,False,True,False,False,True
137,False,True,False,False,True
138,False,True,False,False,True
139,False,True,False,False,True
140,False,True,False,False,True
141,False,False,False,False,True
142,False,False,False,False,True
143,False,False,False,False,True
144,False,False,False,False,True
145,False,False,False,False,True
146,False,False,False,False,True
147,False,False,False,False,True
148,False,False,False,False,True
149,False,False,False,False,True
150,False,False,False,False,True
151,False,False,False,False,True
152,False,False,True,False,True
153,False,False,True,False,True
154,False,False,True,False,True
155,False,False,True,False,True
156,False,False,True,False,True
157,False,False,True,False,True
158,False,False,True,False,True
159,False,False,True,False,True
160,False,False,True,False,True
161,False,False,True,False,True
162,False,False,True,False,True
163,False,False,True,False,True
164,False,False,True,False,True
165,False,False,True,False,True
166,False,False,True,False,True
167,False,False,True,False,True
168,False,False,True,False,True
169,False,False,True,False,True
170,False,False,True,False,True
171,False,False,True,False,True
172,False,False,True,False,True
173,False,False,True,False,True
174,False,False,True,False,True
175,False,False,True,False,True
176,False,False,True,False,True
177,False,False,True,False,True
178,False,False,True,True,True
179,False,False,True,False,True
180,False,False,True,False,True
181,False,False,True,False,True
182,False,False,True,False,True
183,False,False,True,True,True
184,False,False,True,False,True
185,False,False,True,False,True
186,False,False,True,False,True
187,False,False,True,False,True
188,False,False,True,True,True
189,False,False,True,False,True
190,False,False,True,False,True
191,False,False,True,False,True
192,False,False,True,False,True
193,False,False,True,True,True
194,False,False,True,False,True
195,False,False,True,False,True
196,False,False,True,False,True
197,False,False,True,False,True
