ts,are_stop_signs_for_ego,is_stopped,prop_eval
0,True,True,True
1,True,False,True
2,True,False,True
3,True,False,True
4,True,False,True
5,True,False,True
6,True,False,True
7,True,False,True
8,True,False,True
9,True,False,True
10,True,False,True
11,True,False,True
12,True,False,True
13,True,False,True
14,True,False,True
15,True,False,True
16,True,False,True
17,True,False,True
18,True,False,True
19,True,False,True
20,True,False,True
21,True,False,True
22,True,False,True
23,True,False,True
24,True,False,True
25,True,False,True
26,True,False,True
27,False,False,True
28,False,False,True
29,False,False,True
30,False,False,True
31,False,False,True
32,False,False,True
33,False,False,True
34,False,False,True
35,False,False,True
36,False,False,True
37,False,False,True
38,False,False,True
39,False,False,True
40,False,False,True
41,False,False,True
42,False,False,True
43,False,False,True
44,False,False,True
45,False,False,True
46,False,False,True
47,False,False,True
48,False,False,True
49,False,False,True
50,False,False,True
51,False,False,True
52,False,False,True
53,False,False,True
54,False,False,True
55,False,False,True
56,False,False,True
57,True,False,True
58,True,False,True
59,True,False,True
60,True,False,True
61,True,False,True
62,True,False,True
63,True,False,True
64,True,False,True
65,True,False,True
66,True,False,True
67,True,False,True
68,True,False,True
69,True,False,True
70,True,False,True
71,True,False,True
72,True,False,True
73,True,False,True
74,True,False,True
75,True,False,True
76,True,False,True
77,True,False,True
78,True,False,True
79,True,False,True
80,True,False,True
81,True,False,True
82,True,False,True
83,True,False,True
84,True,False,True
85,True,False,True
86,True,False,True
87,True,False,True
88,True,False,True
89,True,False,True
90,True,False,True
91,True,False,True
92,True,False,True
93,True,False,True
94,True,False,True
95,True,False,True
96,True,False,True
97,True,False,True
98,True,False,True
99,True,False,True
100,True,False,True
101,True,False,True
102,True,True,True
103,True,False,True
104,True,False,True
105,True,False,True
106,True,False,True
107,True,False,True
108,True,False,True
109,True,False,True
110,True,False,True
111,True,False,True
112,True,False,True
113,True,False,True
114,True,False,True
115,True,False,True
116,True,False,True
117,True,False,True
118,True,False,True
119,True,False,True
120,True,False,True
121,True,False,True
122,True,True,True
123,True,False,True
124,True,False,True
125,True,False,True
126,True,False,True
127,True,True,True
128,True,True,True
129,True,False,True
130,True,True,True
131,True,True,True
132,True,False,True
133,True,True,True
