ts,are_entities_near_coll,ego_is_faster_than_s,prop_eval
260,False,False,True
261,False,False,True
262,False,False,True
263,False,False,True
264,False,False,True
265,False,False,True
266,False,False,True
267,False,False,True
268,False,False,True
269,False,False,True
270,False,False,True
271,False,False,True
272,False,False,True
273,False,False,True
274,False,False,True
275,False,False,True
276,False,False,True
277,False,False,True
278,False,False,True
279,False,False,True
280,False,False,True
281,False,False,True
282,False,False,True
283,False,False,True
284,False,False,True
285,False,False,True
286,False,False,True
287,False,False,True
288,False,False,True
289,False,False,True
290,False,False,True
291,False,False,True
292,False,False,True
293,False,False,True
294,False,False,True
295,False,False,True
296,False,False,True
297,False,False,True
298,False,False,True
299,False,False,True
300,False,False,True
301,False,False,True
302,False,False,True
303,False,False,True
304,False,False,True
305,False,False,True
306,False,False,True
307,False,False,True
308,False,False,True
309,False,False,True
310,False,False,True
311,False,False,True
312,False,False,True
313,False,False,True
314,False,False,True
315,False,False,True
316,False,False,True
317,False,False,True
318,False,False,True
319,False,False,True
320,False,False,True
321,False,False,True
322,False,False,True
323,False,False,True
324,False,False,True
325,False,False,True
326,False,False,True
327,False,False,True
328,False,False,True
329,False,False,True
330,False,False,True
331,False,False,True
332,False,False,True
333,False,False,True
334,False,False,True
335,False,False,True
336,False,False,True
337,False,False,True
338,False,False,True
339,False,False,True
340,False,False,True
341,False,False,True
342,False,False,True
343,False,False,True
344,False,False,True
345,False,False,True
346,False,False,True
347,False,False,True
348,False,False,True
349,False,False,True
350,False,False,True
351,False,False,True
352,False,False,True
353,False,False,True
354,False,False,True
355,False,False,True
356,False,False,True
357,False,False,True
358,False,False,True
359,False,False,True
360,False,False,True
361,False,False,True
362,False,False,True
363,False,False,True
364,False,False,True
365,False,False,True
366,False,False,True
367,False,False,True
368,False,False,True
369,False,False,True
370,False,False,True
371,False,False,True
372,False,False,True
373,False,False,True
374,False,False,True
375,False,False,True
376,False,False,True
377,False,False,True
378,False,False,True
379,False,False,True
380,False,False,True
381,False,False,True
382,False,False,True
383,False,False,True
384,False,False,True
385,False,False,True
386,False,False,True
387,False,False,True
388,False,False,True
389,False,False,True
390,False,False,True
391,False,False,True
392,False,False,True
393,False,False,True
394,False,False,True
395,False,False,True
396,False,False,True
397,False,False,True
398,False,False,True
399,False,False,True
400,False,False,True
401,False,False,True
402,False,False,True
403,False,False,True
404,False,False,True
405,False,False,True
406,False,False,True
407,False,False,True
408,False,False,True
409,False,False,True
410,False,False,True
411,False,False,True
412,False,False,True
413,False,False,True
414,False,False,True
415,False,False,True
416,False,False,True
417,False,False,True
418,False,False,True
419,False,False,True
420,False,False,True
421,False,False,True
422,False,False,True
423,False,False,True
424,False,False,True
425,False,False,True
426,False,False,True
427,False,False,True
428,False,False,True
429,False,False,True
430,False,False,True
431,False,False,True
432,False,False,True
433,False,False,True
434,False,False,True
435,False,False,True
436,False,False,True
437,False,False,True
438,False,False,True
439,False,False,True
440,False,False,True
441,False,False,True
442,False,False,True
443,False,False,True
444,False,False,True
445,False,False,True
446,False,False,True
447,False,False,True
448,False,False,True
449,False,False,True
450,False,False,True
451,False,False,True
452,False,False,True
453,False,False,True
454,False,False,True
455,False,False,True
456,False,False,True
457,False,False,True
458,False,False,True
459,False,False,True
460,False,False,True
461,False,False,True
462,False,False,True
463,False,False,True
464,False,False,True
465,False,False,True
466,False,False,True
467,False,False,True
468,False,False,True
469,False,False,True
470,False,False,True
471,False,False,True
472,False,False,True
473,False,False,True
474,False,False,True
475,False,False,True
476,False,False,True
477,False,False,True
478,False,False,True
479,False,False,True
480,False,False,True
481,False,False,True
482,False,False,True
483,False,False,True
484,False,False,True
485,False,False,True
486,False,False,True
487,False,False,True
488,False,False,True
489,False,False,True
490,False,False,True
491,False,False,True
492,False,False,True
493,False,False,True
494,False,False,True
495,False,False,True
496,False,False,True
497,False,False,True
498,False,False,True
499,False,False,True
500,False,False,True
501,False,False,True
502,False,False,True
503,False,False,True
504,False,False,True
505,False,False,True
506,False,False,True
507,False,False,True
508,False,False,True
509,False,False,True
510,False,False,True
511,False,False,True
512,False,False,True
513,False,False,True
514,False,False,True
515,False,False,True
516,False,False,True
517,False,False,True
518,False,False,True
519,False,False,True
520,False,False,True
521,False,False,True
522,False,False,True
523,False,False,True
524,False,False,True
525,False,False,True
526,False,False,True
527,False,False,True
528,False,False,True
529,False,False,True
530,False,False,True
531,False,False,True
532,False,False,True
533,False,False,True
534,False,False,True
535,False,False,True
536,False,False,True
537,False,False,True
538,False,False,True
539,False,False,True
540,False,False,True
541,False,False,True
542,False,False,True
543,False,False,True
544,False,False,True
545,False,False,True
546,False,False,True
547,False,False,True
548,False,False,True
549,False,False,True
550,False,False,True
551,False,False,True
552,False,False,True
553,False,False,True
554,False,False,True
555,False,False,True
556,False,False,True
557,False,False,True
558,False,False,True
559,False,False,True
560,False,False,True
561,False,False,True
562,False,False,True
563,False,False,True
564,False,False,True
565,False,False,True
566,False,False,True
567,False,False,True
568,False,False,True
569,False,False,True
570,False,False,True
571,False,False,True
572,False,False,True
573,False,False,True
574,False,False,True
575,False,False,True
576,False,False,True
577,False,False,True
578,False,False,True
579,False,False,True
580,False,False,True
581,False,False,True
582,False,False,True
583,True,False,True
584,True,False,True
585,True,False,True
586,True,False,True
587,True,False,True
588,True,False,True
589,True,False,True
590,True,False,True
591,True,False,True
592,True,False,True
593,True,False,True
594,True,False,True
595,True,False,True
596,True,False,True
597,True,False,True
598,True,False,True
599,True,False,True
600,True,False,True
601,True,False,True
602,True,False,True
603,True,False,True
604,True,False,True
605,True,False,True
606,True,False,True
607,True,False,True
608,True,False,True
609,True,False,True
610,True,False,True
611,True,False,True
612,True,False,True
613,True,False,True
614,True,False,True
615,True,False,True
616,True,False,True
617,True,False,True
618,True,False,True
619,True,False,True
620,True,False,True
621,True,False,True
622,True,False,True
623,True,False,True
624,True,False,True
625,True,False,True
626,True,False,True
627,True,False,True
628,True,False,True
629,True,False,True
630,True,False,True
631,True,False,True
632,True,False,True
633,True,False,True
634,True,False,True
635,True,False,True
636,True,False,True
637,True,False,True
638,True,False,True
639,True,False,True
640,True,False,True
641,True,False,True
642,True,False,True
643,True,False,True
644,True,False,True
645,True,False,True
646,True,False,True
647,True,False,True
648,True,False,True
649,True,False,True
650,True,False,True
651,True,False,True
652,True,False,True
653,True,False,True
654,True,False,True
655,True,False,True
656,True,False,True
657,True,False,True
658,True,False,True
659,True,False,True
660,True,False,True
661,True,False,True
662,True,False,True
663,True,False,True
664,True,False,True
665,True,False,True
666,True,False,True
667,True,False,True
668,True,False,True
669,True,False,True
670,True,False,True
671,True,False,True
672,True,False,True
673,True,False,True
674,True,False,True
675,True,False,True
676,True,False,True
677,True,False,True
678,True,False,True
679,True,False,True
680,True,False,True
681,True,False,True
682,True,False,True
683,True,False,True
684,True,False,True
685,True,False,True
686,True,False,True
687,True,False,True
688,True,False,True
689,True,False,True
690,True,False,True
691,True,False,True
692,True,False,True
693,True,False,True
694,True,False,True
695,True,False,True
696,True,False,True
697,True,False,True
698,True,False,True
699,True,False,True
700,True,False,True
701,True,False,True
702,True,False,True
703,True,False,True
704,True,False,True
705,True,False,True
706,True,False,True
707,True,False,True
708,True,False,True
709,True,False,True
710,True,False,True
711,True,False,True
712,True,False,True
713,True,False,True
714,True,False,True
715,True,False,True
716,True,False,True
717,True,False,True
718,True,False,True
719,True,False,True
720,True,False,True
721,True,False,True
722,True,False,True
723,True,False,True
724,True,False,True
725,True,False,True
726,True,False,True
727,True,False,True
728,True,False,True
729,True,False,True
730,True,False,True
731,True,False,True
732,True,False,True
733,True,False,True
734,True,False,True
735,True,False,True
736,True,False,True
737,True,False,True
738,True,False,True
739,True,False,True
740,True,False,True
741,True,False,True
742,True,False,True
743,True,False,True
744,True,False,True
745,True,False,True
746,True,False,True
747,True,False,True
748,True,False,True
749,True,False,True
750,True,False,True
751,True,False,True
752,True,False,True
753,True,False,True
754,True,False,True
755,True,False,True
756,True,False,True
757,True,False,True
758,True,False,True
759,True,False,True
760,True,False,True
761,True,False,True
762,True,False,True
763,True,False,True
764,True,False,True
765,True,False,True
766,True,False,True
767,True,False,True
768,True,False,True
769,True,False,True
770,True,False,True
771,True,False,True
772,True,False,True
773,True,False,True
774,True,False,True
775,True,False,True
776,True,False,True
777,True,False,True
778,True,False,True
779,True,False,True
780,True,False,True
781,True,False,True
782,True,False,True
783,True,False,True
784,True,False,True
785,True,False,True
786,True,False,True
787,True,False,True
788,True,False,True
789,True,False,True
790,True,False,True
791,True,False,True
792,True,False,True
793,True,False,True
794,True,False,True
795,True,False,True
796,True,False,True
797,True,False,True
798,True,False,True
799,True,False,True
800,True,False,True
801,True,False,True
802,True,False,True
803,True,False,True
804,True,False,True
805,True,False,True
806,True,False,True
807,True,False,True
808,True,False,True
809,True,False,True
810,True,False,True
811,True,False,True
812,True,False,True
813,True,False,True
814,True,False,True
815,True,False,True
816,True,False,True
817,True,False,True
818,True,False,True
819,True,False,True
820,True,False,True
821,True,False,True
822,True,False,True
823,True,False,True
824,True,False,True
825,True,False,True
826,True,False,True
827,True,False,True
828,True,False,True
829,True,False,True
830,True,False,True
831,True,False,True
832,True,False,True
833,True,False,True
834,True,False,True
835,True,False,True
836,True,False,True
837,True,False,True
838,True,False,True
839,True,False,True
840,True,False,True
841,True,False,True
842,True,False,True
843,True,False,True
844,True,False,True
845,True,False,True
846,True,False,True
847,True,False,True
848,True,False,True
849,True,False,True
850,True,False,True
851,True,False,True
852,True,False,True
853,True,False,True
854,True,False,True
855,True,False,True
856,True,False,True
857,True,False,True
858,True,False,True
859,True,False,True
860,True,False,True
861,True,False,True
862,True,False,True
863,True,False,True
864,True,False,True
865,True,False,True
866,True,False,True
867,True,False,True
868,True,False,True
869,True,False,True
870,True,False,True
871,True,False,True
872,True,False,True
873,True,False,True
874,True,False,True
875,True,False,True
876,True,False,True
877,True,False,True
878,True,False,True
879,True,False,True
880,True,False,True
881,True,False,True
882,True,False,True
883,True,False,True
884,True,False,True
885,True,False,True
886,True,False,True
887,True,False,True
888,True,False,True
889,True,False,True
890,True,False,True
891,True,False,True
892,True,False,True
893,True,False,True
894,True,False,True
895,True,False,True
896,True,False,True
897,True,False,True
898,True,False,True
899,True,False,True
900,True,False,True
901,True,False,True
902,True,False,True
903,True,False,True
904,True,False,True
905,True,False,True
906,True,False,True
907,True,False,True
908,True,False,True
909,True,False,True
910,True,False,True
911,True,False,True
912,True,False,True
913,True,False,True
914,True,False,True
915,True,False,True
916,True,False,True
917,True,False,True
918,True,False,True
919,True,False,True
920,True,False,True
921,True,False,True
922,True,False,True
923,True,False,True
924,True,False,True
925,True,False,True
926,True,False,True
927,True,False,True
928,True,False,True
929,True,False,True
930,True,False,True
931,True,False,True
932,True,False,True
933,True,False,True
934,True,False,True
935,True,False,True
936,True,False,True
937,True,False,True
938,True,False,True
939,True,False,True
940,True,False,True
941,True,False,True
942,True,False,True
943,True,False,True
944,True,False,True
945,True,False,True
946,True,False,True
947,True,False,True
948,True,False,True
949,True,False,True
950,True,False,True
951,True,False,True
952,True,False,True
953,True,False,True
954,True,False,True
955,True,False,True
956,True,False,True
957,True,False,True
958,True,False,True
959,True,False,True
960,True,False,True
961,True,False,True
962,True,False,True
963,True,False,True
964,True,False,True
965,True,False,True
966,True,False,True
967,True,False,True
968,True,False,True
969,True,False,True
970,True,False,True
971,True,False,True
972,True,False,True
973,True,False,True
974,True,False,True
975,True,False,True
976,True,False,True
977,True,False,True
978,True,False,True
979,True,False,True
980,True,False,True
981,True,False,True
982,True,False,True
983,True,False,True
984,True,False,True
985,True,False,True
986,True,False,True
987,True,False,True
988,True,False,True
989,True,False,True
990,True,False,True
991,True,False,True
992,True,False,True
993,True,False,True
994,True,False,True
995,True,False,True
996,True,False,True
997,True,False,True
998,True,False,True
999,True,False,True
1000,True,False,True
1001,True,False,True
1002,True,False,True
1003,True,False,True
1004,True,False,True
1005,True,False,True
1006,True,False,True
1007,True,False,True
1008,True,False,True
1009,True,False,True
1010,True,False,True
1011,True,False,True
1012,True,False,True
1013,True,False,True
1014,True,False,True
1015,True,False,True
1016,True,False,True
1017,True,False,True
1018,True,False,True
1019,True,False,True
1020,True,False,True
1021,True,False,True
1022,True,False,True
1023,True,False,True
1024,True,False,True
1025,True,False,True
1026,True,False,True
1027,True,False,True
1028,True,False,True
1029,True,False,True
1030,True,False,True
1031,True,False,True
1032,True,False,True
1033,True,False,True
1034,True,False,True
1035,True,False,True
1036,True,False,True
1037,True,False,True
1038,True,False,True
1039,True,False,True
1040,True,False,True
1041,True,False,True
1042,True,False,True
1043,True,False,True
1044,True,False,True
1045,True,False,True
1046,True,False,True
1047,True,False,True
1048,True,False,True
1049,True,False,True
1050,True,False,True
1051,True,False,True
1052,True,False,True
1053,True,False,True
1054,True,False,True
1055,True,False,True
1056,True,False,True
1057,True,False,True
1058,True,False,True
1059,True,False,True
1060,True,False,True
1061,True,False,True
1062,True,False,True
1063,True,False,True
1064,True,False,True
1065,True,False,True
1066,True,False,True
1067,True,False,True
1068,True,False,True
1069,True,False,True
1070,True,False,True
1071,True,False,True
1072,True,False,True
1073,True,False,True
1074,True,False,True
1075,True,False,True
1076,True,False,True
1077,True,False,True
1078,True,False,True
1079,True,False,True
1080,True,False,True
1081,True,False,True
1082,True,False,True
1083,True,False,True
1084,True,False,True
1085,True,False,True
1086,True,False,True
1087,True,False,True
1088,True,False,True
1089,True,False,True
1090,True,False,True
1091,True,False,True
1092,True,False,True
1093,True,False,True
1094,True,False,True
1095,True,False,True
1096,True,False,True
1097,True,False,True
1098,True,False,True
1099,True,False,True
1100,True,False,True
1101,True,False,True
1102,True,False,True
1103,True,False,True
1104,True,False,True
1105,True,False,True
1106,True,False,True
1107,True,False,True
1108,True,False,True
1109,True,False,True
1110,True,False,True
1111,True,False,True
1112,True,False,True
1113,True,False,True
1114,True,False,True
1115,True,False,True
1116,True,False,True
1117,True,False,True
1118,True,False,True
1119,True,False,True
1120,True,False,True
1121,True,False,True
1122,True,False,True
1123,True,False,True
1124,True,False,True
1125,True,False,True
1126,True,False,True
1127,True,False,True
1128,True,False,True
1129,True,False,True
1130,True,False,True
1131,True,False,True
1132,True,False,True
1133,True,False,True
1134,True,False,True
1135,True,False,True
1136,True,False,True
1137,True,False,True
1138,True,False,True
1139,True,False,True
1140,True,False,True
1141,True,False,True
1142,True,False,True
1143,True,False,True
1144,True,False,True
1145,True,False,True
1146,True,False,True
1147,True,False,True
1148,True,False,True
1149,True,False,True
1150,True,False,True
1151,True,False,True
1152,True,False,True
1153,True,False,True
1154,True,False,True
1155,True,False,True
1156,True,False,True
1157,True,False,True
1158,True,False,True
1159,True,False,True
1160,True,False,True
1161,True,False,True
1162,True,False,True
1163,True,False,True
1164,True,False,True
1165,True,False,True
1166,True,False,True
1167,True,False,True
1168,True,False,True
1169,True,False,True
1170,True,False,True
1171,True,False,True
1172,True,False,True
1173,True,False,True
1174,True,False,True
1175,True,False,True
1176,True,False,True
1177,True,False,True
1178,True,False,True
1179,True,False,True
1180,True,False,True
1181,True,False,True
1182,True,False,True
1183,True,False,True
1184,True,False,True
1185,True,False,True
1186,True,False,True
1187,True,False,True
1188,True,False,True
1189,True,False,True
1190,True,False,True
1191,True,False,True
1192,True,False,True
1193,True,False,True
1194,True,False,True
1195,True,False,True
1196,True,False,True
1197,True,False,True
1198,True,False,True
1199,True,False,True
1200,True,False,True
1201,True,False,True
1202,True,False,True
1203,True,False,True
1204,True,False,True
1205,True,False,True
1206,True,False,True
1207,True,False,True
1208,True,False,True
1209,True,False,True
1210,True,False,True
1211,True,False,True
1212,True,False,True
1213,True,False,True
1214,True,False,True
1215,True,False,True
1216,True,False,True
1217,True,False,True
1218,True,False,True
1219,True,False,True
1220,True,False,True
1221,True,False,True
1222,True,False,True
1223,True,False,True
1224,True,False,True
1225,True,False,True
1226,True,False,True
1227,True,False,True
1228,True,False,True
1229,True,False,True
1230,True,False,True
1231,True,False,True
1232,True,False,True
1233,True,False,True
1234,True,False,True
1235,True,False,True
1236,True,False,True
1237,True,False,True
1238,True,False,True
1239,True,False,True
1240,True,False,True
1241,True,False,True
1242,True,False,True
1243,True,False,True
1244,True,False,True
1245,True,False,True
1246,True,False,True
1247,True,False,True
1248,True,False,True
1249,True,False,True
1250,True,False,True
1251,True,False,True
1252,True,False,True
1253,True,False,True
1254,True,False,True
1255,True,False,True
1256,True,False,True
1257,True,False,True
1258,True,False,True
1259,True,False,True
1260,True,False,True
1261,True,False,True
1262,True,False,True
1263,True,False,True
1264,True,False,True
1265,True,False,True
1266,True,False,True
1267,True,False,True
1268,True,False,True
1269,True,False,True
1270,True,False,True
1271,True,False,True
1272,True,False,True
1273,True,False,True
1274,True,False,True
1275,True,False,True
1276,True,False,True
1277,True,False,True
1278,True,False,True
1279,True,False,True
1280,True,False,True
1281,True,False,True
1282,True,False,True
1283,True,False,True
1284,True,False,True
1285,True,False,True
1286,True,False,True
1287,True,False,True
1288,True,False,True
1289,True,False,True
1290,True,False,True
1291,True,False,True
1292,True,False,True
1293,True,False,True
1294,True,False,True
1295,True,False,True
1296,True,False,True
1297,True,False,True
1298,True,False,True
1299,True,False,True
1300,True,False,True
1301,True,False,True
1302,True,False,True
1303,True,False,True
1304,True,False,True
1305,True,False,True
1306,True,False,True
1307,True,False,True
1308,True,False,True
1309,True,False,True
1310,True,False,True
1311,True,False,True
1312,True,False,True
1313,True,False,True
1314,True,False,True
1315,True,False,True
1316,True,False,True
1317,True,False,True
1318,True,False,True
1319,True,False,True
1320,True,False,True
1321,True,False,True
1322,True,False,True
1323,True,False,True
1324,True,False,True
1325,True,False,True
1326,True,False,True
1327,True,False,True
1328,True,False,True
1329,True,False,True
1330,True,False,True
1331,True,False,True
1332,True,False,True
1333,True,False,True
1334,True,False,True
1335,True,False,True
1336,True,False,True
1337,True,False,True
1338,True,False,True
1339,True,False,True
1340,True,False,True
1341,True,False,True
1342,True,False,True
1343,True,False,True
1344,True,False,True
1345,True,False,True
1346,True,False,True
1347,True,False,True
1348,True,False,True
1349,True,False,True
1350,True,False,True
1351,True,False,True
1352,True,False,True
1353,True,False,True
1354,True,False,True
1355,True,False,True
1356,True,False,True
1357,True,False,True
1358,True,False,True
1359,True,False,True
1360,True,False,True
1361,True,False,True
1362,True,False,True
1363,True,False,True
1364,True,False,True
1365,True,False,True
1366,True,False,True
1367,True,False,True
1368,True,False,True
1369,True,False,True
1370,True,False,True
1371,True,False,True
1372,True,False,True
1373,True,False,True
1374,True,False,True
1375,True,False,True
1376,True,False,True
1377,True,False,True
1378,True,False,True
1379,True,False,True
1380,True,False,True
1381,True,False,True
1382,True,False,True
1383,True,False,True
1384,True,False,True
1385,True,False,True
1386,True,False,True
1387,True,False,True
1388,True,False,True
1389,True,False,True
1390,True,False,True
1391,True,False,True
1392,True,False,True
1393,True,False,True
1394,True,False,True
1395,True,False,True
1396,True,False,True
1397,True,False,True
1398,True,False,True
1399,True,False,True
1400,True,False,True
1401,True,False,True
1402,True,False,True
1403,True,False,True
1404,True,False,True
1405,True,False,True
1406,True,False,True
1407,True,False,True
1408,True,False,True
1409,True,False,True
1410,True,False,True
1411,True,False,True
1412,True,False,True
1413,True,False,True
1414,True,False,True
1415,True,False,True
1416,True,False,True
1417,True,False,True
1418,True,False,True
1419,True,False,True
1420,True,False,True
1421,True,False,True
1422,True,False,True
1423,True,False,True
1424,True,False,True
1425,True,False,True
1426,True,False,True
1427,True,False,True
1428,True,False,True
1429,True,False,True
1430,True,False,True
1431,True,False,True
1432,True,False,True
1433,True,False,True
1434,True,False,True
1435,True,False,True
1436,True,False,True
1437,True,False,True
1438,True,False,True
1439,True,False,True
1440,True,False,True
1441,True,False,True
1442,True,False,True
1443,True,False,True
1444,True,False,True
1445,True,False,True
1446,True,False,True
1447,True,False,True
1448,True,False,True
1449,True,False,True
1450,True,False,True
1451,True,False,True
1452,True,False,True
1453,True,False,True
1454,True,False,True
1455,True,False,True
1456,True,False,True
1457,True,False,True
1458,True,False,True
1459,True,False,True
1460,True,False,True
1461,True,False,True
1462,True,False,True
1463,True,False,True
1464,True,False,True
1465,True,False,True
1466,True,False,True
1467,True,False,True
1468,True,False,True
1469,True,False,True
1470,True,False,True
1471,True,False,True
1472,True,False,True
1473,True,False,True
1474,True,False,True
1475,True,False,True
1476,True,False,True
1477,True,False,True
1478,True,False,True
1479,True,False,True
1480,True,False,True
1481,True,False,True
1482,True,False,True
1483,True,False,True
1484,True,False,True
1485,True,False,True
1486,True,False,True
1487,True,False,True
1488,True,False,True
1489,True,False,True
1490,True,False,True
1491,True,False,True
1492,True,False,True
1493,True,False,True
1494,True,False,True
1495,True,False,True
1496,True,False,True
1497,True,False,True
1498,True,False,True
1499,True,False,True
1500,True,False,True
1501,True,False,True
1502,True,False,True
1503,True,False,True
1504,True,False,True
1505,True,False,True
1506,True,False,True
1507,True,False,True
1508,True,False,True
1509,True,False,True
1510,True,False,True
1511,True,False,True
1512,True,False,True
1513,True,False,True
1514,True,False,True
1515,True,False,True
1516,True,False,True
1517,True,False,True
1518,True,False,True
1519,True,False,True
1520,True,False,True
1521,True,False,True
1522,True,False,True
1523,True,False,True
1524,True,False,True
1525,True,False,True
1526,True,False,True
1527,True,False,True
1528,True,False,True
1529,True,False,True
1530,True,False,True
1531,True,False,True
1532,True,False,True
1533,True,False,True
1534,True,False,True
1535,True,False,True
1536,True,False,True
1537,True,False,True
1538,True,False,True
1539,True,False,True
1540,True,False,True
1541,True,False,True
1542,True,False,True
1543,True,False,True
1544,True,False,True
1545,True,False,True
1546,True,False,True
1547,True,False,True
1548,True,False,True
1549,True,False,True
1550,True,False,True
1551,True,False,True
1552,True,False,True
1553,True,False,True
1554,True,False,True
1555,True,False,True
1556,True,False,True
1557,True,False,True
1558,True,False,True
1559,True,False,True
1560,True,False,True
1561,True,False,True
1562,True,False,True
1563,True,False,True
1564,True,False,True
1565,True,False,True
1566,True,False,True
1567,True,False,True
1568,True,False,True
1569,True,False,True
1570,True,False,True
1571,True,False,True
1572,True,False,True
1573,True,False,True
1574,True,False,True
1575,True,False,True
1576,True,False,True
1577,True,False,True
1578,True,False,True
1579,True,False,True
1580,True,False,True
1581,True,False,True
1582,True,False,True
1583,True,False,True
1584,True,False,True
1585,True,False,True
1586,True,False,True
1587,True,False,True
1588,True,False,True
1589,True,False,True
1590,True,False,True
1591,True,False,True
1592,True,False,True
1593,True,False,True
1594,True,False,True
1595,True,False,True
1596,True,False,True
1597,True,False,True
1598,True,False,True
1599,True,False,True
1600,True,False,True
1601,True,False,True
1602,True,False,True
1603,True,False,True
1604,True,False,True
1605,True,False,True
1606,True,False,True
1607,True,False,True
1608,True,False,True
1609,True,False,True
1610,True,False,True
1611,True,False,True
1612,True,False,True
1613,True,False,True
1614,True,False,True
1615,True,False,True
1616,True,False,True
1617,True,False,True
1618,True,False,True
1619,True,False,True
1620,True,False,True
1621,True,False,True
1622,True,False,True
1623,True,False,True
1624,True,False,True
1625,True,False,True
1626,True,False,True
1627,True,False,True
1628,True,False,True
1629,True,False,True
1630,True,False,True
1631,True,False,True
1632,True,False,True
1633,True,False,True
1634,True,False,True
1635,True,False,True
1636,True,False,True
1637,True,False,True
1638,True,False,True
1639,True,False,True
1640,True,False,True
1641,True,False,True
1642,True,False,True
1643,True,False,True
1644,True,False,True
1645,True,False,True
1646,True,False,True
1647,True,False,True
1648,True,False,True
1649,True,False,True
1650,True,False,True
1651,True,False,True
1652,True,False,True
1653,True,False,True
1654,True,False,True
1655,True,False,True
1656,True,False,True
1657,True,False,True
1658,True,False,True
