ts,is_in_right_most_lane,is_in_junction,is_not_steering_right,prop_eval
0,False,False,True,True
1,False,False,True,True
2,False,False,True,True
3,False,False,True,True
4,False,False,True,True
5,False,False,True,True
6,False,False,True,True
7,False,False,True,True
8,False,False,True,True
9,False,False,True,True
10,False,False,True,True
11,False,False,True,True
12,False,False,True,True
13,False,False,True,True
14,False,False,True,True
15,False,False,True,True
16,False,False,True,True
17,False,False,True,True
18,False,False,True,True
19,False,False,True,True
20,False,False,True,True
21,False,False,True,True
22,False,False,True,True
23,False,False,True,True
24,False,False,True,True
25,False,False,False,True
26,False,False,True,True
27,False,False,True,True
28,False,False,True,True
29,False,False,True,True
30,False,False,True,True
31,False,False,True,True
32,False,False,True,True
33,False,False,True,True
34,False,False,True,True
35,False,False,True,True
36,False,False,True,True
37,False,False,True,True
38,False,False,False,True
39,False,False,False,True
40,False,False,True,True
41,False,False,False,True
42,False,False,False,True
43,False,False,True,True
44,False,False,True,True
45,False,False,True,True
46,False,False,True,True
47,False,False,True,True
48,False,False,True,True
49,False,False,True,True
50,False,False,True,True
51,False,False,False,True
52,False,False,False,True
53,False,False,False,True
54,False,False,False,True
55,False,False,False,True
56,False,False,True,True
57,False,False,False,True
58,False,False,True,True
59,False,False,False,True
60,False,False,True,True
61,False,False,True,True
62,False,False,False,True
63,False,False,False,True
64,False,False,True,True
65,False,False,False,True
66,False,False,True,True
67,False,False,False,True
68,False,False,False,True
69,False,False,True,True
70,False,False,True,True
71,False,False,False,True
72,False,False,False,True
73,False,False,False,True
74,False,False,False,True
75,False,False,False,True
76,False,False,False,True
77,False,False,False,True
78,False,False,True,True
79,False,False,True,True
80,False,False,False,True
81,False,False,False,True
82,False,False,False,True
83,False,False,False,True
84,False,False,False,True
85,False,False,False,True
86,False,False,False,True
87,False,False,False,True
88,False,False,True,True
89,False,False,False,True
90,False,False,False,True
91,False,False,True,True
92,False,False,True,True
93,False,False,False,True
94,False,False,False,True
95,False,False,True,True
96,False,False,True,True
97,False,False,False,True
98,False,False,True,True
99,False,False,True,True
100,False,False,True,True
101,False,False,True,True
102,False,False,False,True
103,False,False,True,True
104,False,False,False,True
105,False,False,True,True
106,False,False,False,True
107,False,False,False,True
108,False,False,False,True
109,False,False,False,True
110,False,False,False,True
111,False,False,False,True
112,False,False,False,True
113,False,False,False,True
114,False,False,False,True
115,False,False,False,True
116,False,False,False,True
117,False,False,False,True
118,False,False,False,True
119,False,False,False,True
120,False,False,False,True
121,False,False,False,True
122,False,False,True,True
123,False,False,True,True
124,False,False,True,True
125,False,False,True,True
126,False,False,True,True
127,False,False,False,True
128,False,False,True,True
129,False,False,True,True
130,False,False,True,True
131,False,False,True,True
132,False,False,True,True
133,False,False,True,True
134,False,False,True,True
135,False,False,True,True
136,False,False,True,True
137,False,False,True,True
138,False,False,True,True
139,False,False,True,True
140,False,False,True,True
141,False,False,True,True
142,False,False,True,True
143,False,False,True,True
144,False,False,True,True
145,False,False,True,True
146,False,False,True,True
147,False,False,True,True
148,False,False,True,True
149,False,False,True,True
150,False,False,True,True
151,False,False,True,True
152,False,False,True,True
153,False,False,True,True
154,False,False,True,True
155,False,False,True,True
156,False,False,True,True
157,False,False,True,True
158,False,False,True,True
159,False,False,True,True
160,False,False,True,True
161,False,False,True,True
162,False,False,True,True
163,False,False,True,True
164,False,False,True,True
165,False,False,True,True
166,False,False,True,True
167,False,False,True,True
168,False,False,True,True
169,False,False,True,True
170,False,False,True,True
171,False,False,True,True
172,False,False,True,True
173,False,False,True,True
174,False,False,True,True
175,False,False,True,True
176,False,False,True,True
177,False,False,True,True
178,False,False,True,True
179,False,False,True,True
180,False,False,True,True
181,False,False,True,True
182,False,False,True,True
183,False,False,True,True
184,False,False,True,True
185,False,False,True,True
186,False,False,True,True
187,False,False,True,True
188,False,False,True,True
189,False,False,False,True
190,False,False,True,True
191,False,False,True,True
192,False,False,True,True
193,False,False,True,True
194,False,False,True,True
195,False,False,True,True
196,False,False,True,True
197,False,False,True,True
198,False,False,True,True
199,False,False,True,True
200,False,False,True,True
201,False,False,True,True
202,False,False,True,True
203,False,False,True,True
204,False,False,True,True
205,False,False,True,True
206,False,False,True,True
207,False,False,True,True
208,False,False,True,True
209,False,False,True,True
210,False,False,True,True
211,False,False,True,True
212,False,False,True,True
213,False,False,True,True
214,False,False,True,True
215,False,False,True,True
216,False,False,True,True
217,False,False,True,True
218,False,False,True,True
219,False,False,True,True
220,False,False,True,True
221,False,False,True,True
222,False,False,True,True
223,False,False,True,True
224,False,False,True,True
225,False,False,True,True
226,False,False,True,True
227,False,False,True,True
228,False,False,True,True
229,False,False,True,True
230,False,False,True,True
231,False,False,True,True
232,False,False,True,True
233,False,False,True,True
234,False,False,True,True
235,False,False,True,True
236,False,False,True,True
237,False,False,True,True
238,False,False,True,True
239,False,False,True,True
240,False,False,True,True
241,False,False,True,True
242,False,False,True,True
243,False,False,True,True
244,False,False,True,True
245,False,False,True,True
246,False,False,True,True
247,False,False,True,True
248,False,False,True,True
249,False,False,True,True
250,False,False,True,True
251,False,False,True,True
252,False,False,True,True
