ts,is_in_right_most_lane,is_in_junction,is_not_steering_right,prop_eval
0,False,False,False,True
1,False,False,True,True
2,False,False,True,True
3,False,False,True,True
4,False,False,True,True
5,False,False,True,True
6,False,False,True,True
7,False,False,True,True
8,False,False,True,True
9,False,False,True,True
10,False,False,True,True
11,False,False,True,True
12,False,False,True,True
13,False,False,True,True
14,False,False,True,True
15,False,False,True,True
16,False,False,True,True
17,False,False,False,True
18,False,False,False,True
19,False,False,False,True
20,False,False,False,True
21,False,False,True,True
22,False,False,False,True
23,False,False,False,True
24,False,False,True,True
25,False,False,True,True
26,False,False,False,True
27,False,False,False,True
28,False,False,True,True
29,False,False,True,True
30,False,False,False,True
31,False,False,True,True
32,False,False,True,True
33,False,False,False,True
34,False,False,False,True
35,False,False,False,True
36,False,False,True,True
37,False,False,False,True
38,False,False,False,True
39,False,False,False,True
40,False,False,True,True
41,False,False,True,True
42,False,False,False,True
43,False,False,False,True
44,False,False,False,True
45,False,False,True,True
46,False,False,False,True
47,False,False,True,True
48,False,False,False,True
49,False,False,True,True
50,False,False,False,True
51,False,False,False,True
52,False,False,False,True
53,False,False,False,True
54,False,False,True,True
55,False,False,True,True
56,False,False,False,True
57,False,False,False,True
58,False,False,True,True
59,False,False,False,True
60,False,False,False,True
61,False,False,True,True
62,False,False,True,True
63,False,False,False,True
64,False,False,False,True
65,False,False,True,True
66,False,False,True,True
67,False,False,False,True
68,False,False,True,True
69,False,False,True,True
70,False,False,True,True
71,False,False,False,True
72,False,False,True,True
73,False,False,False,True
74,False,False,False,True
75,False,False,False,True
76,False,False,True,True
77,False,False,False,True
78,False,False,False,True
79,False,False,True,True
80,False,False,True,True
81,False,False,True,True
82,False,False,True,True
83,False,False,True,True
84,False,False,True,True
85,False,False,True,True
86,False,False,True,True
87,False,False,True,True
88,False,False,True,True
89,False,False,True,True
90,False,False,True,True
91,False,False,True,True
92,False,False,True,True
93,False,False,True,True
94,False,False,True,True
95,False,False,True,True
96,False,False,True,True
97,False,False,True,True
98,False,False,True,True
99,False,False,True,True
100,False,False,True,True
101,False,False,True,True
102,False,False,True,True
103,False,False,True,True
104,False,False,True,True
105,False,False,True,True
106,False,False,True,True
107,False,False,True,True
108,False,False,True,True
109,False,False,True,True
110,False,False,True,True
111,False,False,True,True
112,False,False,True,True
113,False,False,True,True
114,False,False,True,True
115,False,False,True,True
116,False,False,True,True
117,False,False,True,True
118,False,False,True,True
119,False,False,True,True
120,False,False,True,True
121,False,False,True,True
122,False,False,True,True
123,False,False,True,True
124,False,False,True,True
125,False,False,True,True
126,False,False,True,True
127,False,False,True,True
128,False,False,True,True
129,False,False,True,True
